时间,个股,得分
2026-01-14/t,迈为股份,7.0
2026-01-14/t,飞沃科技,5.0
2026-01-14/t,神马电力,4.0
2026-01-14/t,潍柴动力,4.0
2026-01-14/t,宁德时代,4.0
2026-01-14/t,金盘科技,4.0
2026-01-14/t,伊戈尔,4.0
2026-01-14/t,思源电气,4.0
2026-01-14/t,芯原股份,4.0
2026-01-14/t,杰瑞股份,4.0
2026-01-14/t,超捷股份,4.0
2026-01-14/t,三环集团,4.0
2026-01-14/t,汉得信息,3.0
2026-01-14/t,铂力特,3.0
2026-01-14/t,长川科技,3.0
2026-01-14/t,利扬芯片,3.0
2026-01-14/t,深科技,3.0
2026-01-14/t,甬矽电子,3.0
2026-01-14/t,矽电股份,3.0
2026-01-14/t,国瓷材料,3.0
2026-01-14/t,联德股份,3.0
2026-01-14/t,寒武纪,3.0
2026-01-14/t,海优新材,3.0
2026-01-14/t,华明装备,3.0
2026-01-14/t,特变电工,3.0
2026-01-14/t,佰维存储,3.0
2026-01-14/t,恒为科技,3.0
2026-01-14/t,钧达股份,3.0
2026-01-14/t,振华股份,3.0
2026-01-14/t,小菜园,2.0
2026-01-14/t,通富微电,2.0
2026-01-14/t,华峰测控,2.0
2026-01-14/t,宏景科技,2.0
2026-01-14/t,嘉和美康,2.0
2026-01-14/t,中钢洛耐,2.0
2026-01-14/t,富临精工,2.0
2026-01-14/t,南山智尚,2.0
2026-01-14/t,颐海国际,2.0
2026-01-14/t,臻镭科技,2.0
2026-01-14/t,伟测科技,2.0
2026-01-14/t,茶百道,2.0
2026-01-14/t,海底捞,2.0
2026-01-14/t,美年健康,2.0
2026-01-14/t,合合信息,2.0
2026-01-14/t,江顺科技,2.0
2026-01-14/t,中控技术,2.0
2026-01-14/t,联赢激光,2.0
2026-01-14/t,先导智能,2.0
2026-01-14/t,厦钨新能,2.0
2026-01-14/t,先惠技术,2.0
2026-01-14/t,中一科技,2.0
2026-01-14/t,星环科技,2.0
2026-01-14/t,上海洗霸,2.0
2026-01-14/t,海亮股份,2.0
2026-01-14/t,拓尔思,2.0
2026-01-14/t,晶晨股份,2.0
2026-01-14/t,和林微纳,2.0
2026-01-14/t,东方日升,2.0
2026-01-14/t,明阳智能,2.0
2026-01-14/t,航天动力,2.0
2026-01-14/t,西部材料,2.0
2026-01-14/t,西测测试,2.0
2026-01-14/t,信维通信,2.0
2026-01-14/t,用友网络,2.0
2026-01-14/t,卓易信息,2.0
2026-01-14/t,鼎捷数智,2.0
2026-01-14/t,虹软科技,2.0
2026-01-14/t,博盈特焊,2.0
2026-01-14/t,四方股份,2.0
2026-01-14/t,容百科技,2.0
2026-01-14/t,海光信息,2.0
2026-01-14/t,上海港湾,2.0
2026-01-14/t,奥特维,2.0
2026-01-14/t,斯瑞新材,2.0
2026-01-14/t,大族数控,1.0
2026-01-14/t,蓝箭航天,1.0
2026-01-14/t,天兵科技,1.0
2026-01-14/t,中科宇航,1.0
2026-01-14/t,星河动力,1.0
2026-01-14/t,星际荣耀,1.0
2026-01-14/t,东方空间,1.0
2026-01-14/t,深蓝航天,1.0
2026-01-14/t,华曙高科,1.0
2026-01-14/t,广联航空,1.0
2026-01-14/t,泰顺风能,1.0
2026-01-14/t,上海瀚讯,1.0
2026-01-14/t,海通证券,1.0
2026-01-14/t,国泰君安,1.0
2026-01-14/t,华正新材,1.0
2026-01-14/t,深南电路,1.0
2026-01-14/t,生益科技,1.0
2026-01-14/t,豆神教育,1.0
2026-01-14/t,兆易创新,1.0
2026-01-14/t,盛科通信,1.0
2026-01-14/t,灿芯股份,1.0
2026-01-14/t,翱捷科技,1.0
2026-01-14/t,直真科技,1.0
2026-01-14/t,利欧股份,1.0
2026-01-14/t,航宇微,1.0
2026-01-14/t,华力创通,1.0
2026-01-14/t,信科移动,1.0
2026-01-14/t,航天智装,1.0
2026-01-14/t,国博电子,1.0
2026-01-14/t,天银机电,1.0
2026-01-14/t,海博思创,1.0
2026-01-14/t,乾照光电,1.0
2026-01-14/t,云铝股份,1.0
2026-01-14/t,广信科技,1.0
2026-01-14/t,中孚实业,1.0
2026-01-14/t,神火股份,1.0
2026-01-14/t,宏创控股,1.0
2026-01-14/t,天山铝业,1.0
2026-01-14/t,南山铝业,1.0
2026-01-14/t,创新实业,1.0
2026-01-14/t,中国宏桥,1.0
2026-01-14/t,中国铝业,1.0
2026-01-14/t,华通线缆,1.0
2026-01-14/t,华峰铝业,1.0
2026-01-14/t,统联精密,1.0
2026-01-14/t,明泰铝业,1.0
2026-01-14/t,金蝶国际,1.0
2026-01-14/t,艾可蓝,1.0
2026-01-14/t,金风科技,1.0
2026-01-14/t,运达股份,1.0
2026-01-14/t,盛洋科技,1.0
2026-01-14/t,邵阳液压,1.0
2026-01-14/t,臻雷科技,1.0
2026-01-14/t,心动公司,1.0
2026-01-14/t,派克新材,1.0
2026-01-14/t,星图测控,1.0
2026-01-14/t,普天科技,1.0
2026-01-14/t,中科星图,1.0
2026-01-14/t,顺灏股份,1.0
2026-01-14/t,银邦股份,1.0
2026-01-14/t,天力复合,1.0
2026-01-14/t,航天工程,1.0
2026-01-14/t,星宸科技,1.0
2026-01-14/t,应流股份,1.0
2026-01-14/t,万泽股份,1.0
2026-01-14/t,常宝股份,1.0
2026-01-14/t,捷佳伟创,1.0
2026-01-14/t,京山轻机,1.0
2026-01-14/t,帝尔激光,1.0
2026-01-14/t,双良节能,1.0
2026-01-14/t,高华科技,1.0
2026-01-14/t,宝钛股份,1.0
2026-01-14/t,兆驰股份,1.0
2026-01-14/t,龙旗科技,1.0
