时间,个股,得分
2026-01-20/1,海光信息,5.0
2026-01-20/1,龙芯中科,4.0
2026-01-20/1,MiniMax,2.0
2026-01-20/1,源杰科技,2.0
2026-01-20/1,泡泡玛特,2.0
2026-01-20/1,湖南裕能,2.0
2026-01-20/1,钧达股份,2.0
2026-01-20/1,烽火通信,2.0
2026-01-20/1,铂力特,2.0
2026-01-20/1,东方日升,2.0
2026-01-20/1,复旦微电,2.0
2026-01-20/1,康耐特光学,2.0
2026-01-20/1,歌尔股份,2.0
2026-01-20/1,新易盛,2.0
2026-01-20/1,中际旭创,2.0
2026-01-20/1,日盈电子,2.0
2026-01-20/1,帝科股份,2.0
2026-01-20/1,兴齐眼药,1.0
2026-01-20/1,嘉澳环保,1.0
2026-01-20/1,朗坤环境,1.0
2026-01-20/1,天目药业,1.0
2026-01-20/1,向日葵,1.0
2026-01-20/1,圣贝拉,1.0
2026-01-20/1,上海谊众,1.0
2026-01-20/1,津药药业,1.0
2026-01-20/1,明德生物,1.0
2026-01-20/1,艾迪药业,1.0
2026-01-20/1,蓝帆医疗,1.0
2026-01-20/1,鹭燕医药,1.0
2026-01-20/1,智飞生物,1.0
2026-01-20/1,万泽股份,1.0
2026-01-20/1,五洲新春,1.0
2026-01-20/1,仕佳光子,1.0
2026-01-20/1,长光华芯,1.0
2026-01-20/1,永鼎股份,1.0
2026-01-20/1,寒武纪,1.0
2026-01-20/1,华虹公司,1.0
2026-01-20/1,兆易创新,1.0
2026-01-20/1,澜起科技,1.0
2026-01-20/1,山高环能,1.0
2026-01-20/1,维尔利,1.0
2026-01-20/1,海新能科,1.0
2026-01-20/1,中芯国际,1.0
2026-01-20/1,中石化,1.0
2026-01-20/1,华正新材,1.0
2026-01-20/1,菲利华,1.0
2026-01-20/1,德福科技,1.0
2026-01-20/1,江南新材,1.0
2026-01-20/1,东材科技,1.0
2026-01-20/1,呈和科技,1.0
2026-01-20/1,宏和科技,1.0
2026-01-20/1,中材科技,1.0
2026-01-20/1,银邦股份,1.0
2026-01-20/1,信维通信,1.0
2026-01-20/1,江顺科技,1.0
2026-01-20/1,上海瀚讯,1.0
2026-01-20/1,乾照光电,1.0
2026-01-20/1,臻镭科技,1.0
2026-01-20/1,信科移动,1.0
2026-01-20/1,剑桥科技,1.0
2026-01-20/1,长芯博创,1.0
2026-01-20/1,巨人网络,1.0
2026-01-20/1,阿里健康,1.0
2026-01-20/1,福莱新材,1.0
2026-01-20/1,顺灏股份,1.0
2026-01-20/1,国博电子,1.0
2026-01-20/1,航天电子,1.0
2026-01-20/1,岱美股份,1.0
2026-01-20/1,泛亚微透,1.0
2026-01-20/1,汉威科技,1.0
2026-01-20/1,晶华新材,1.0
2026-01-20/1,杰瑞股份,1.0
2026-01-20/1,强瑞技术,1.0
2026-01-20/1,联测科技,1.0
2026-01-20/1,中国中免,1.0
2026-01-20/1,思源电气,1.0
2026-01-20/1,应流股份,1.0
2026-01-20/1,长电科技,1.0
2026-01-20/1,鹿山新材,1.0
2026-01-20/1,通富微电,1.0
2026-01-20/1,甬矽电子,1.0
2026-01-20/1,汇成股份,1.0
2026-01-20/1,深科技,1.0
2026-01-20/1,伟测科技,1.0
2026-01-20/1,新恒汇,1.0
2026-01-20/1,康强电子,1.0
2026-01-20/1,华海诚科,1.0
2026-01-20/1,联瑞新材,1.0
2026-01-20/1,长川科技,1.0
2026-01-20/1,华峰测控,1.0
2026-01-20/1,金海通,1.0
2026-01-20/1,浙江荣泰,1.0
2026-01-20/1,三花智控,1.0
2026-01-20/1,拓普集团,1.0
2026-01-20/1,恒立液压,1.0
2026-01-20/1,高测股份,1.0
2026-01-20/1,震裕科技,1.0
2026-01-20/1,凯众股份,1.0
2026-01-20/1,蓝思科技,1.0
2026-01-20/1,阿里巴巴,1.0
2026-01-20/1,腾讯控股,1.0
2026-01-20/1,万兴科技,1.0
2026-01-20/1,昆仑万维,1.0
2026-01-20/1,智谱AI,1.0
2026-01-20/1,中航西飞,1.0
2026-01-20/1,洪都航空,1.0
2026-01-20/1,航发动力,1.0
2026-01-20/1,航发科技,1.0
2026-01-20/1,航亚科技,1.0
2026-01-20/1,中航机载,1.0
2026-01-20/1,北摩高科,1.0
2026-01-20/1,中航高科,1.0
2026-01-20/1,西部超导,1.0
2026-01-20/1,钢研高纳,1.0
2026-01-20/1,江化微,1.0
2026-01-20/1,华谊集团,1.0
2026-01-20/1,招商蛇口,1.0
2026-01-20/1,中国金茂,1.0
2026-01-20/1,滨江集团,1.0
2026-01-20/1,华润置地,1.0
2026-01-20/1,新城控股,1.0
2026-01-20/1,贝壳,1.0
2026-01-20/1,我爱我家,1.0
2026-01-20/1,鼎通科技,1.0
2026-01-20/1,天孚通信,1.0
2026-01-20/1,英维克,1.0
2026-01-20/1,中国长城,1.0
2026-01-20/1,福光股份,1.0
2026-01-20/1,迈为股份,1.0
2026-01-20/1,奥特维,1.0
2026-01-20/1,帝尔激光,1.0
2026-01-20/1,明月镜片,1.0
2026-01-20/1,创想三维,1.0
2026-01-20/1,佳联科技,1.0
2026-01-20/1,银禧科技,1.0
