时间,个股,得分
2026-01-15/3,东材科技,3.0
2026-01-15/3,雅克科技,3.0
2026-01-15/3,鼎龙股份,2.0
2026-01-15/3,中巨芯-U,2.0
2026-01-15/3,晶瑞电材,2.0
2026-01-15/3,南大光电,2.0
2026-01-15/3,兴福电子,2.0
2026-01-15/3,华特气体,2.0
2026-01-15/3,江化微,2.0
2026-01-15/3,金宏气体,2.0
2026-01-15/3,彤程新材,2.0
2026-01-15/3,凯美特气,2.0
2026-01-15/3,和远气体,2.0
2026-01-15/3,昊华科技,2.0
2026-01-15/3,中船特气,2.0
2026-01-15/3,侨源股份,2.0
2026-01-15/3,广钢气体,2.0
2026-01-15/3,思源电气,2.0
2026-01-15/3,欢瑞世纪,2.0
2026-01-15/3,华通,2.0
2026-01-15/3,巨人,2.0
2026-01-15/3,完美,2.0
2026-01-15/3,恺英,2.0
2026-01-15/3,三七,2.0
2026-01-15/3,和林微纳,2.0
2026-01-15/3,呈和科技,2.0
2026-01-15/3,特变电工,2.0
2026-01-15/3,台积电,2.0
2026-01-15/3,信达生物,2.0
2026-01-15/3,国电南瑞,2.0
2026-01-15/3,益丰,2.0
2026-01-15/3,恒瑞,2.0
2026-01-15/3,康弘,2.0
2026-01-15/3,药明康德,2.0
2026-01-15/3,易点天下,2.0
2026-01-15/3,汇量科技,2.0
2026-01-15/3,快手,2.0
2026-01-15/3,微盟集团,2.0
2026-01-15/3,利欧股份,2.0
2026-01-15/3,拓荆科技,2.0
2026-01-15/3,芯源微,2.0
2026-01-15/3,北方华创,2.0
2026-01-15/3,中微公司,2.0
2026-01-15/3,许继电气,1.0
2026-01-15/3,招金矿业,1.0
2026-01-15/3,中国有色矿业,1.0
2026-01-15/3,强一,1.0
2026-01-15/3,中际旭创,1.0
2026-01-15/3,金盘科技,1.0
2026-01-15/3,和林,1.0
2026-01-15/3,伊戈尔,1.0
2026-01-15/3,四方股份,1.0
2026-01-15/3,平高电气,1.0
2026-01-15/3,洛阳钼业,1.0
2026-01-15/3,中国黄金国际,1.0
2026-01-15/3,金诚信,1.0
2026-01-15/3,江西铜业,1.0
2026-01-15/3,紫金矿业,1.0
2026-01-15/3,五矿资源,1.0
2026-01-15/3,德明利,1.0
2026-01-15/3,海兴电力,1.0
2026-01-15/3,三星医疗,1.0
2026-01-15/3,炬华科技,1.0
2026-01-15/3,东方电子,1.0
2026-01-15/3,中国西电,1.0
2026-01-15/3,应流股份,1.0
2026-01-15/3,阿里巴巴,1.0
2026-01-15/3,盛美上海,1.0
2026-01-15/3,长电科技,1.0
2026-01-15/3,华天科技,1.0
2026-01-15/3,通富微电,1.0
2026-01-15/3,中电华大科技,1.0
2026-01-15/3,华海清科,1.0
2026-01-15/3,保变电气,1.0
2026-01-15/3,神马电力,1.0
2026-01-15/3,华微电子,1.0
2026-01-15/3,华润微电子,1.0
2026-01-15/3,科华数据,1.0
2026-01-15/3,英维克,1.0
2026-01-15/3,时代电气,1.0
2026-01-15/3,斯达半导,1.0
2026-01-15/3,兆易创新,1.0
2026-01-15/3,士兰微,1.0
2026-01-15/3,精测电子,1.0
2026-01-15/3,沪硅产业,1.0
2026-01-15/3,立昂微,1.0
2026-01-15/3,中科飞测,1.0
2026-01-15/3,华峰测控,1.0
2026-01-15/3,微导纳米,1.0
2026-01-15/3,金冠电气,1.0
2026-01-15/3,罗博特科,1.0
2026-01-15/3,中联重科,1.0
2026-01-15/3,长川科技,1.0
2026-01-15/3,光云科技,1.0
2026-01-15/3,迈为股份,1.0
2026-01-15/3,美登科技,1.0
2026-01-15/3,石基信息,1.0
2026-01-15/3,值得买,1.0
2026-01-15/3,宏工科技,1.0
2026-01-15/3,天际股份,1.0
2026-01-15/3,壹网壹创,1.0
2026-01-15/3,青木科技,1.0
2026-01-15/3,每日互动,1.0
2026-01-15/3,海光信息,1.0
2026-01-15/3,寒武纪,1.0
2026-01-15/3,昆仑万维,1.0
2026-01-15/3,真爱美家,1.0
2026-01-15/3,柳工,1.0
2026-01-15/3,合合信息,1.0
2026-01-15/3,美年健康,1.0
2026-01-15/3,德福科技,1.0
2026-01-15/3,菲利华,1.0
2026-01-15/3,宏和科技,1.0
2026-01-15/3,华正新材,1.0
2026-01-15/3,开普云,1.0
2026-01-15/3,山河智能,1.0
2026-01-15/3,香农芯创,1.0
2026-01-15/3,华源控股,1.0
2026-01-15/3,三一重工,1.0
2026-01-15/3,徐工机械,1.0
2026-01-15/3,致远互联,0.0
2026-01-15/3,长江证券,0.0
2026-01-15/3,长江计算机,0.0
