时间,个股,得分
2026-01-26/3,中国平安,5.0
2026-01-26/3,万泽股份,4.0
2026-01-26/3,好想你,4.0
2026-01-26/3,甘源食品,4.0
2026-01-26/3,来伊份,4.0
2026-01-26/3,妙可蓝多,4.0
2026-01-26/3,西麦食品,4.0
2026-01-26/3,晨光生物,4.0
2026-01-26/3,莱茵生物,4.0
2026-01-26/3,仙乐健康,4.0
2026-01-26/3,民生健康,4.0
2026-01-26/3,平安银行,4.0
2026-01-26/3,中国人寿,4.0
2026-01-26/3,中国太保,4.0
2026-01-26/3,众安在线,4.0
2026-01-26/3,中信证券,4.0
2026-01-26/3,招商证券,4.0
2026-01-26/3,国信证券,4.0
2026-01-26/3,越秀资本,4.0
2026-01-26/3,珍酒李渡,4.0
2026-01-26/3,古越龙山,4.0
2026-01-26/3,重庆啤酒,4.0
2026-01-26/3,一鸣食品,4.0
2026-01-26/3,新乳业,4.0
2026-01-26/3,均瑶健康,4.0
2026-01-26/3,舍得酒业,4.0
2026-01-26/3,帝科股份,3.5
2026-01-26/3,高测股份,3.5
2026-01-26/3,双良节能,3.0
2026-01-26/3,钧达股份,3.0
2026-01-26/3,聚和材料,3.0
2026-01-26/3,联德股份,3.0
2026-01-26/3,冰轮环境,3.0
2026-01-26/3,隆达股份,3.0
2026-01-26/3,杰瑞股份,3.0
2026-01-26/3,晶科能源,3.0
2026-01-26/3,晶盛机电,3.0
2026-01-26/3,海优新材,3.0
2026-01-26/3,天合光能,3.0
2026-01-26/3,迈为股份,3.0
2026-01-26/3,帝尔激光,3.0
2026-01-26/3,应流股份,3.0
2026-01-26/3,明阳智能,3.0
2026-01-26/3,奥特维,3.0
2026-01-26/3,常宝股份,3.0
2026-01-26/3,东方日升,3.0
2026-01-26/3,百合股份,2.0
2026-01-26/3,技源集团,2.0
2026-01-26/3,百龙创园,2.0
2026-01-26/3,弘元绿能,2.0
2026-01-26/3,TCL中环,2.0
2026-01-26/3,爱旭股份,2.0
2026-01-26/3,晶澳科技,2.0
2026-01-26/3,大全能源,2.0
2026-01-26/3,通威股份,2.0
2026-01-26/3,协鑫科技,2.0
2026-01-26/3,日联科技,2.0
2026-01-26/3,上海港湾,2.0
2026-01-26/3,凯格精机,2.0
2026-01-26/3,沃尔德,2.0
2026-01-26/3,大族数控,2.0
2026-01-26/3,汉钟精机,2.0
2026-01-26/3,捷邦科技,2.0
2026-01-26/3,英维克,2.0
2026-01-26/3,宏盛股份,2.0
2026-01-26/3,博盈特焊,2.0
2026-01-26/3,鼎泰高科,2.0
2026-01-26/3,盐津铺子,2.0
2026-01-26/3,日辰股份,2.0
2026-01-26/3,锅圈,2.0
2026-01-26/3,熊猫乳品,2.0
2026-01-26/3,中际联合,2.0
2026-01-26/3,新华都,2.0
2026-01-26/3,通裕重工,2.0
2026-01-26/3,威力传动,2.0
2026-01-26/3,正泰电源,2.0
2026-01-26/3,大金重工,2.0
2026-01-26/3,东方电缆,2.0
2026-01-26/3,电气风电,2.0
2026-01-26/3,金雷股份,2.0
2026-01-26/3,起帆电缆,2.0
2026-01-26/3,三一重能,2.0
2026-01-26/3,天顺风能,2.0
2026-01-26/3,乾照光电,2.0
2026-01-26/3,三安光电,2.0
2026-01-26/3,海博思创,2.0
2026-01-26/3,德业股份,2.0
2026-01-26/3,晶科科技,2.0
2026-01-26/3,隆基绿能,2.0
2026-01-26/3,艾罗能源,2.0
2026-01-26/3,林洋能源,2.0
2026-01-26/3,阿特斯,2.0
2026-01-26/3,禾迈股份,2.0
2026-01-26/3,科士达,2.0
2026-01-26/3,科华数据,2.0
2026-01-26/3,同力日升,2.0
2026-01-26/3,西典新能,2.0
2026-01-26/3,昱能科技,2.0
2026-01-26/3,盛弘股份,2.0
2026-01-26/3,索宝蛋白,2.0
2026-01-26/3,劲仔食品,2.0
2026-01-26/3,鹏华基金,1.0
2026-01-26/3,京山轻机,1.0
2026-01-26/3,浙江荣泰,1.0
2026-01-26/3,海安集团,1.0
2026-01-26/3,电连技术,1.0
2026-01-26/3,涛涛车业,1.0
2026-01-26/3,伟创,1.0
2026-01-26/3,科达利,1.0
2026-01-26/3,安培龙,1.0
2026-01-26/3,芯綦微装,1.0
2026-01-26/3,芯碁微装,1.0
2026-01-26/3,紫金矿业,1.0
2026-01-26/3,江西铜业,1.0
2026-01-26/3,福达股份,1.0
2026-01-26/3,亚玛顿,1.0
2026-01-26/3,瑞芯微,1.0
2026-01-26/3,泰胜风能,1.0
2026-01-26/3,博盈投资,1.0
2026-01-26/3,潍柴动力,1.0
2026-01-26/3,中国海油,1.0
2026-01-26/3,中国石油,1.0
2026-01-26/3,中国石化,1.0
2026-01-26/3,福斯特,1.0
2026-01-26/3,福莱特,1.0
2026-01-26/3,捷佳伟创,1.0
2026-01-26/3,金风科技,1.0
2026-01-26/3,招商轮船,0.5
2026-01-26/3,中远海能,0.5
2026-01-26/3,航亚科技,0.5
2026-01-26/3,兰花科创,0.3
