时间,个股,得分
2026-01-18/1,高测股份,2.0
2026-01-18/1,明阳智能,2.0
2026-01-18/1,钧达股份,2.0
2026-01-18/1,东方日升,2.0
2026-01-18/1,先导智能,2.0
2026-01-18/1,先惠技术,2.0
2026-01-18/1,奥特维,2.0
2026-01-18/1,迈为股份,2.0
2026-01-18/1,雅迪控股,2.0
2026-01-18/1,众鑫股份,2.0
2026-01-18/1,海康威视,2.0
2026-01-18/1,浙江荣泰,2.0
2026-01-18/1,潍柴动力,2.0
2026-01-18/1,振华股份,2.0
2026-01-18/1,厦钨,1.0
2026-01-18/1,国轩高科,1.0
2026-01-18/1,天赐材料,1.0
2026-01-18/1,多氟多,1.0
2026-01-18/1,天际股份,1.0
2026-01-18/1,富临精工,1.0
2026-01-18/1,德方纳米,1.0
2026-01-18/1,尚太科技,1.0
2026-01-18/1,璞泰来,1.0
2026-01-18/1,中科电气,1.0
2026-01-18/1,恩捷股份,1.0
2026-01-18/1,星源材质,1.0
2026-01-18/1,新风光,1.0
2026-01-18/1,佳鑫,1.0
2026-01-18/1,正海,1.0
2026-01-18/1,中钨,1.0
2026-01-18/1,德业股份,1.0
2026-01-18/1,艾罗能源,1.0
2026-01-18/1,阳光电源,1.0
2026-01-18/1,海博思创,1.0
2026-01-18/1,阿特斯,1.0
2026-01-18/1,天合光能,1.0
2026-01-18/1,宁德时代,1.0
2026-01-18/1,通润装备,1.0
2026-01-18/1,西典新能,1.0
2026-01-18/1,南网科技,1.0
2026-01-18/1,欣旺达,1.0
2026-01-18/1,亿纬锂能,1.0
2026-01-18/1,鹏辉能源,1.0
2026-01-18/1,中创新航,1.0
2026-01-18/1,ST嘉澳,1.0
2026-01-18/1,斯菱股份,1.0
2026-01-18/1,华钰,1.0
2026-01-18/1,湖金,1.0
2026-01-18/1,国城,1.0
2026-01-18/1,金钼,1.0
2026-01-18/1,韵升,1.0
2026-01-18/1,华锡,1.0
2026-01-18/1,金力,1.0
2026-01-18/1,包钢,1.0
2026-01-18/1,中国稀土,1.0
2026-01-18/1,新金路,1.0
2026-01-18/1,倍杰特,1.0
2026-01-18/1,章源,1.0
2026-01-18/1,三花智控,1.0
2026-01-18/1,拓普集团,1.0
2026-01-18/1,深信服,1.0
2026-01-18/1,合合信息,1.0
2026-01-18/1,金山办公,1.0
2026-01-18/1,福昕软件,1.0
2026-01-18/1,长电科技,1.0
2026-01-18/1,海天瑞声,1.0
2026-01-18/1,新泉股份,1.0
2026-01-18/1,福赛科技,1.0
2026-01-18/1,泛亚微透,1.0
2026-01-18/1,奥比中光,1.0
2026-01-18/1,新益昌,1.0
2026-01-18/1,领益智造,1.0
2026-01-18/1,蓝思科技,1.0
2026-01-18/1,大华股份,1.0
2026-01-18/1,恒立液压,1.0
2026-01-18/1,科森科技,1.0
2026-01-18/1,经纬恒润,1.0
2026-01-18/1,中集环科,1.0
2026-01-18/1,中集安瑞科,1.0
2026-01-18/1,中集集团,1.0
2026-01-18/1,胜宏科技,1.0
2026-01-18/1,浩瀚深度,1.0
2026-01-18/1,申洲国际,1.0
2026-01-18/1,聚和材料,1.0
2026-01-18/1,通富微电,1.0
2026-01-18/1,甬砂电子,1.0
2026-01-18/1,山高环能,1.0
2026-01-18/1,卓越新能,1.0
2026-01-18/1,维持动力,1.0
2026-01-18/1,双良节能,1.0
2026-01-18/1,钠科诺尔,1.0
2026-01-18/1,晶科能源,1.0
2026-01-18/1,科达利,1.0
2026-01-18/1,隆鑫通用,1.0
2026-01-18/1,世运电路,1.0
2026-01-18/1,联赢激光,1.0
2026-01-18/1,伟创电气,1.0
2026-01-18/1,纳科诺尔,1.0
2026-01-18/1,恒勃股份,1.0
2026-01-18/1,中力股份,0.0
2026-01-18/1,神马电力,0.0
2026-01-18/1,华明装备,0.0
2026-01-18/1,思源电气,0.0
2026-01-18/1,海力风电,0.0
2026-01-18/1,东方电缆,0.0
2026-01-18/1,大金重工,0.0
2026-01-18/1,金盘科技,0.0
2026-01-18/1,伊戈尔,0.0
