时间,个股,得分
2026-01-08/t,芯源微,4.0
2026-01-08/t,中国卫星,3.0
2026-01-08/t,上海港湾,3.0
2026-01-08/t,蓝色光标,3.0
2026-01-08/t,航天动力,3.0
2026-01-08/t,易点天下,3.0
2026-01-08/t,浙文互联,3.0
2026-01-08/t,引力传媒,3.0
2026-01-08/t,晶科能源,3.0
2026-01-08/t,先导智能,3.0
2026-01-08/t,珂玛科技,3.0
2026-01-08/t,鼎龙股份,3.0
2026-01-08/t,菲利华,3.0
2026-01-08/t,长川科技,3.0
2026-01-08/t,上海新阳,3.0
2026-01-08/t,因赛集团,2.0
2026-01-08/t,值得买,2.0
2026-01-08/t,航天环宇,2.0
2026-01-08/t,乾照光电,2.0
2026-01-08/t,博瑞传播,2.0
2026-01-08/t,英维克,2.0
2026-01-08/t,安集科技,2.0
2026-01-08/t,雅克科技,2.0
2026-01-08/t,兴福电子,2.0
2026-01-08/t,东方日升,2.0
2026-01-08/t,金宏气体,2.0
2026-01-08/t,钧达股份,2.0
2026-01-08/t,信维通信,2.0
2026-01-08/t,通宇通讯,2.0
2026-01-08/t,蓝思科技,2.0
2026-01-08/t,国博电子,2.0
2026-01-08/t,国瓷材料,2.0
2026-01-08/t,联赢激光,2.0
2026-01-08/t,灵鸽科技,2.0
2026-01-08/t,利通科技,2.0
2026-01-08/t,东田微,2.0
2026-01-08/t,福晶科技,2.0
2026-01-08/t,顺灏股份,2.0
2026-01-08/t,斯瑞新材,2.0
2026-01-08/t,超捷股份,2.0
2026-01-08/t,西部材料,2.0
2026-01-08/t,飞沃科技,2.0
2026-01-08/t,北方华创,2.0
2026-01-08/t,银邦股份,2.0
2026-01-08/t,江顺科技,2.0
2026-01-08/t,华峰测控,2.0
2026-01-08/t,精智达,2.0
2026-01-08/t,格林达,2.0
2026-01-08/t,清溢光电,2.0
2026-01-08/t,路维光电,2.0
2026-01-08/t,龙图光罩,2.0
2026-01-08/t,彤程新材,2.0
2026-01-08/t,京仪装备,2.0
2026-01-08/t,豪能股份,2.0
2026-01-08/t,电科芯片,2.0
2026-01-08/t,普冉股份,2.0
2026-01-08/t,中微公司,2.0
2026-01-08/t,兆易创新,2.0
2026-01-08/t,迈为股份,2.0
2026-01-08/t,天银机电,2.0
2026-01-08/t,泰胜风能,2.0
2026-01-08/t,江丰电子,2.0
2026-01-08/t,同飞股份,1.0
2026-01-08/t,申菱环境,1.0
2026-01-08/t,科创新源,1.0
2026-01-08/t,金宏,1.0
2026-01-08/t,硕贝德,1.0
2026-01-08/t,海鸥股份,1.0
2026-01-08/t,盘古智能,1.0
2026-01-08/t,久之洋,1.0
2026-01-08/t,德福科技,1.0
2026-01-08/t,华正新材,1.0
2026-01-08/t,远东股份,1.0
2026-01-08/t,强瑞技术,1.0
2026-01-08/t,联瑞新材,1.0
2026-01-08/t,三孚,1.0
2026-01-08/t,和远,1.0
2026-01-08/t,艾罗能源,1.0
2026-01-08/t,纳科诺尔,1.0
2026-01-08/t,固德威,1.0
2026-01-08/t,德业股份,1.0
2026-01-08/t,领益智造,1.0
2026-01-08/t,水晶光电,1.0
2026-01-08/t,歌尔股份,1.0
2026-01-08/t,华勤技术,1.0
2026-01-08/t,鹏鼎控股,1.0
2026-01-08/t,安培龙,1.0
2026-01-08/t,先导,1.0
2026-01-08/t,纳科,1.0
2026-01-08/t,飞龙股份,1.0
2026-01-08/t,江南新材,1.0
2026-01-08/t,溯联股份,1.0
2026-01-08/t,华光新材,1.0
2026-01-08/t,神剑股份,1.0
2026-01-08/t,*ST铖昌,1.0
2026-01-08/t,雷科防务,1.0
2026-01-08/t,东阳光,1.0
2026-01-08/t,天力复合,1.0
2026-01-08/t,华海诚科,1.0
2026-01-08/t,东山精密,1.0
2026-01-08/t,艾森股份,1.0
2026-01-08/t,立讯精密,1.0
2026-01-08/t,蓝特光学,1.0
2026-01-08/t,英伟达,1.0
2026-01-08/t,安靠,1.0
2026-01-08/t,华特,1.0
2026-01-08/t,西测测试,1.0
2026-01-08/t,航天发展,1.0
2026-01-08/t,昊志机电,1.0
