时间,个股,得分
2026-01-08/1,英维克,3.0
2026-01-08/1,飞龙股份,2.0
2026-01-08/1,菲利华,2.0
2026-01-08/1,溯联股份,2.0
2026-01-08/1,远东股份,2.0
2026-01-08/1,江南新材,2.0
2026-01-08/1,华正新材,2.0
2026-01-08/1,德福科技,2.0
2026-01-08/1,华光新材,2.0
2026-01-08/1,福晶科技,2.0
2026-01-08/1,东田微,2.0
2026-01-08/1,东阳光,1.0
2026-01-08/1,天孚通信,1.0
2026-01-08/1,飞沃科技,1.0
2026-01-08/1,中际旭创,1.0
2026-01-08/1,AI应用,1.0
2026-01-08/1,西测测试,1.0
2026-01-08/1,上海港湾,1.0
2026-01-08/1,昊志机电,1.0
2026-01-08/1,天力复合,1.0
2026-01-08/1,中国卫星,1.0
2026-01-08/1,航天动力,1.0
2026-01-08/1,航天发展,1.0
2026-01-08/1,斯瑞新材,1.0
2026-01-08/1,超捷股份,1.0
2026-01-08/1,信维通信,1.0
2026-01-08/1,航天环宇,1.0
2026-01-08/1,雷科防务,1.0
2026-01-08/1,通宇通讯,1.0
2026-01-08/1,*ST铖昌,1.0
2026-01-08/1,西部材料,1.0
2026-01-08/1,乾照光电,1.0
2026-01-08/1,海鸥股份,1.0
2026-01-08/1,久之洋,1.0
2026-01-08/1,神剑股份,1.0
2026-01-08/1,同飞股份,1.0
2026-01-08/1,申菱环境,1.0
2026-01-08/1,科创新源,1.0
2026-01-08/1,强瑞技术,1.0
2026-01-08/1,硕贝德,1.0
2026-01-08/1,浙文互联,1.0
2026-01-08/1,盘古智能,1.0
2026-01-08/1,引力传媒,1.0
2026-01-08/1,蓝色光标,1.0
2026-01-08/1,易点天下,1.0
2026-01-08/1,因赛集团,1.0
2026-01-08/1,顺灏股份,1.0
2026-01-08/1,新易盛,1.0
2026-01-08/1,联赢,1.0
2026-01-08/1,值得买,1.0
2026-01-08/1,博瑞传播,1.0
2026-01-08/1,金宏,1.0
2026-01-08/1,和远,1.0
2026-01-08/1,上海新阳,1.0
2026-01-08/1,三孚,1.0
2026-01-08/1,华特,1.0
2026-01-08/1,珂玛科技,1.0
2026-01-08/1,雅克科技,1.0
2026-01-08/1,联瑞新材,1.0
2026-01-08/1,兴福电子,1.0
2026-01-08/1,艾森股份,1.0
2026-01-08/1,华海诚科,1.0
2026-01-08/1,安集科技,1.0
2026-01-08/1,鼎龙股份,1.0
2026-01-08/1,蓝特光学,1.0
2026-01-08/1,英伟达,1.0
2026-01-08/1,立讯精密,1.0
2026-01-08/1,鹏鼎控股,1.0
2026-01-08/1,领益智造,1.0
2026-01-08/1,水晶光电,1.0
2026-01-08/1,东山精密,1.0
2026-01-08/1,蓝思科技,1.0
2026-01-08/1,华勤技术,1.0
2026-01-08/1,歌尔股份,1.0
2026-01-08/1,安靠,1.0
2026-01-08/1,固德威,1.0
2026-01-08/1,德业股份,1.0
2026-01-08/1,艾罗能源,1.0
2026-01-08/1,纳科,1.0
2026-01-08/1,先导,1.0
2026-01-08/1,华懋科技,1.0
2026-01-08/1,杭可,1.0
2026-01-08/1,荣旗,1.0
2026-01-08/1,安培龙,1.0
2026-01-08/1,江顺科技,1.0
2026-01-08/1,纳科诺尔,1.0
2026-01-08/1,利通科技,1.0
2026-01-08/1,灵鸽科技,1.0
2026-01-08/1,联赢激光,1.0
2026-01-08/1,先导智能,1.0
2026-01-08/1,厦钨新能,1.0
2026-01-08/1,上海洗霸,1.0
2026-01-08/1,国瓷材料,1.0
2026-01-08/1,海亮股份,1.0
2026-01-08/1,中一科技,1.0
2026-01-08/1,霍莱沃,1.0
2026-01-08/1,东方日升,1.0
2026-01-08/1,航天工程,1.0
2026-01-08/1,华中数控,1.0
2026-01-08/1,银邦股份,1.0
2026-01-08/1,帝科股份,1.0
2026-01-08/1,凯德石英,1.0
2026-01-08/1,GJZZ,1.0
2026-01-08/1,YLGF,1.0
2026-01-08/1,三孚股份,1.0
2026-01-08/1,钧达股份,1.0
2026-01-08/1,晶科能源,1.0
2026-01-08/1,天合光能,1.0
2026-01-08/1,和远气体,1.0
2026-01-08/1,金宏气体,1.0
2026-01-08/1,华塑股份,1.0
2026-01-08/1,国博电子,0.3
