时间,个股,得分
2026-01-27/t,明阳智能,12.0
2026-01-27/t,优刻得,7.3
2026-01-27/t,青云科技,6.3
2026-01-27/t,迈为股份,6.0
2026-01-27/t,奥特维,6.0
2026-01-27/t,东方电缆,6.0
2026-01-27/t,大金重工,6.0
2026-01-27/t,首都在线,5.3
2026-01-27/t,深信服,5.0
2026-01-27/t,钧达股份,5.0
2026-01-27/t,万泽股份,5.0
2026-01-27/t,奥飞数据,5.0
2026-01-27/t,信维通信,5.0
2026-01-27/t,天顺风能,5.0
2026-01-27/t,帝科股份,4.3
2026-01-27/t,百龙创园,4.0
2026-01-27/t,技源集团,4.0
2026-01-27/t,民生健康,4.0
2026-01-27/t,仙乐健康,4.0
2026-01-27/t,百合股份,4.0
2026-01-27/t,劲仔食品,4.0
2026-01-27/t,晨光生物,4.0
2026-01-27/t,莱茵生物,4.0
2026-01-27/t,海力风电,4.0
2026-01-27/t,乾照光电,4.0
2026-01-27/t,舍得酒业,4.0
2026-01-27/t,通宇通讯,4.0
2026-01-27/t,金山云,4.0
2026-01-27/t,震有科技,4.0
2026-01-27/t,西麦食品,4.0
2026-01-27/t,好想你,4.0
2026-01-27/t,来伊份,4.0
2026-01-27/t,索宝蛋白,4.0
2026-01-27/t,熊猫乳品,4.0
2026-01-27/t,一鸣食品,4.0
2026-01-27/t,妙可蓝多,4.0
2026-01-27/t,新乳业,4.0
2026-01-27/t,协创数据,4.0
2026-01-27/t,宏景科技,4.0
2026-01-27/t,高测股份,4.0
2026-01-27/t,甘源食品,4.0
2026-01-27/t,古越龙山,4.0
2026-01-27/t,重庆啤酒,4.0
2026-01-27/t,日辰股份,4.0
2026-01-27/t,新华都,4.0
2026-01-27/t,均瑶健康,4.0
2026-01-27/t,阿里巴巴,4.0
2026-01-27/t,珍酒李渡,4.0
2026-01-27/t,科华数据,4.0
2026-01-27/t,艾罗能源,4.0
2026-01-27/t,德业股份,4.0
2026-01-27/t,双良节能,4.0
2026-01-27/t,海光信息,3.3
