时间,个股,得分
2026-01-07/1,香农芯创,4.3
2026-01-07/1,普冉股份,4.3
2026-01-07/1,兆易创新,4.3
2026-01-07/1,佰维存储,4.3
2026-01-07/1,国科微,4.3
2026-01-07/1,德明利,4.3
2026-01-07/1,时空科技,3.3
2026-01-07/1,聚辰股份,2.3
2026-01-07/1,澜起科技,2.3
2026-01-07/1,北京君正,2.3
2026-01-07/1,江波龙,2.3
2026-01-07/1,航天信息,2.0
2026-01-07/1,航天科技,2.0
2026-01-07/1,中国卫星,2.0
2026-01-07/1,开普云,2.0
2026-01-07/1,闪迪,2.0
2026-01-07/1,雅克科技,2.0
2026-01-07/1,同有科技,2.0
2026-01-07/1,帝科股份,2.0
2026-01-07/1,中微公司,2.0
2026-01-07/1,神工股份,2.0
2026-01-07/1,拓荆科技,2.0
2026-01-07/1,汇成股份,1.3
2026-01-07/1,东芯股份,1.3
2026-01-07/1,深科技,1.3
2026-01-07/1,联芸科技,1.3
2026-01-07/1,协创数据,1.3
2026-01-07/1,长电科技,1.3
2026-01-07/1,通富微电,1.3
2026-01-07/1,中电港,1.3
2026-01-07/1,景旺电子,1.0
2026-01-07/1,恒烁股份,1.0
2026-01-07/1,朗科科技,1.0
2026-01-07/1,凯盛科技,1.0
2026-01-07/1,观想科技,1.0
2026-01-07/1,先惠技术,1.0
2026-01-07/1,纳科诺尔,1.0
2026-01-07/1,联赢激光,1.0
2026-01-07/1,先导智能,1.0
2026-01-07/1,康盛股份,1.0
2026-01-07/1,川润股份,1.0
2026-01-07/1,银轮股份,1.0
2026-01-07/1,英维克,1.0
2026-01-07/1,唐源电气,1.0
2026-01-07/1,大族数控,1.0
2026-01-07/1,应流股份,1.0
2026-01-07/1,新益昌,1.0
2026-01-07/1,荣旗科技,1.0
2026-01-07/1,灵鸽科技,1.0
2026-01-07/1,禾赛科技,1.0
2026-01-07/1,永新光学,1.0
