时间,个股,得分
2026-01-07/2,中微公司,8.0
2026-01-07/2,普冉股份,6.0
2026-01-07/2,鼎龙股份,6.0
2026-01-07/2,微导纳米,6.0
2026-01-07/2,上海港湾,5.0
2026-01-07/2,兆易创新,5.0
2026-01-07/2,中科飞测,5.0
2026-01-07/2,安集科技,5.0
2026-01-07/2,东方日升,5.0
2026-01-07/2,钧达股份,5.0
2026-01-07/2,天力复合,4.0
2026-01-07/2,昊志机电,4.0
2026-01-07/2,国博电子,4.0
2026-01-07/2,珂玛科技,4.0
2026-01-07/2,广联航空,4.0
2026-01-07/2,中集安瑞科,4.0
2026-01-07/2,双良节能,4.0
2026-01-07/2,安徽合力,4.0
2026-01-07/2,华菱线缆,4.0
2026-01-07/2,西测测试,4.0
2026-01-07/2,陕西华达,4.0
2026-01-07/2,苏试试验,4.0
2026-01-07/2,顺灏股份,4.0
2026-01-07/2,今创集团,4.0
2026-01-07/2,国机精工,4.0
2026-01-07/2,西部材料,4.0
2026-01-07/2,富士达,4.0
2026-01-07/2,佳缘科技,4.0
2026-01-07/2,斯瑞新材,4.0
2026-01-07/2,震有科技,4.0
2026-01-07/2,超捷股份,4.0
2026-01-07/2,中国卫通,4.0
2026-01-07/2,中航重机,4.0
2026-01-07/2,海格通信,4.0
2026-01-07/2,普利特,4.0
2026-01-07/2,飞沃科技,4.0
2026-01-07/2,德明利,3.0
2026-01-07/2,新易盛,3.0
2026-01-07/2,佰维存储,3.0
2026-01-07/2,腾景科技,3.0
2026-01-07/2,香农芯创,3.0
2026-01-07/2,飞龙股份,3.0
2026-01-07/2,拓荆科技,3.0
2026-01-07/2,天孚通信,3.0
2026-01-07/2,思泉新材,3.0
2026-01-07/2,英维克,3.0
2026-01-07/2,中石科技,3.0
2026-01-07/2,华润微,3.0
2026-01-07/2,北方华创,3.0
2026-01-07/2,北京君正,3.0
2026-01-07/2,上海新阳,3.0
2026-01-07/2,德赛西威,2.5
2026-01-07/2,长芯博创,2.0
2026-01-07/2,中兴通讯,2.0
2026-01-07/2,华海诚科,2.0
2026-01-07/2,格林达,2.0
2026-01-07/2,飞凯材料,2.0
2026-01-07/2,彤程新材,2.0
2026-01-07/2,晶瑞电材,2.0
2026-01-07/2,聚辰股份,2.0
2026-01-07/2,美好医疗,2.0
2026-01-07/2,迈为股份,2.0
2026-01-07/2,江波龙,2.0
2026-01-07/2,领益智造,2.0
2026-01-07/2,中芯国际,2.0
2026-01-07/2,恒烁股份,2.0
2026-01-07/2,华虹公司,2.0
2026-01-07/2,矽电股份,2.0
2026-01-07/2,芯源微,2.0
2026-01-07/2,赛微电子,2.0
2026-01-07/2,中际旭创,2.0
2026-01-07/2,协创数据,2.0
2026-01-07/2,多氟多,2.0
2026-01-07/2,恩捷股份,2.0
2026-01-07/2,同飞股份,2.0
2026-01-07/2,江南新材,2.0
2026-01-07/2,宏盛股份,2.0
2026-01-07/2,天际股份,2.0
2026-01-07/2,佛塑科技,2.0
2026-01-07/2,亿纬锂能,2.0
2026-01-07/2,星源材质,2.0
2026-01-07/2,华盛锂电,2.0
2026-01-07/2,海科新源,2.0
2026-01-07/2,诺德股份,2.0
2026-01-07/2,鼎盛新材,2.0
2026-01-07/2,尚太科技,2.0
2026-01-07/2,宁德时代,2.0
2026-01-07/2,德方纳米,2.0
2026-01-07/2,万润新能,2.0
2026-01-07/2,湖南裕能,2.0
2026-01-07/2,蓝思科技,2.0
2026-01-07/2,彩虹股份,2.0
2026-01-07/2,星宸科技,2.0
2026-01-07/2,科达利,2.0
2026-01-07/2,龙蟠科技,2.0
2026-01-07/2,万润股份,2.0
