时间,个股,得分
2026-01-26/1,鹏辉能源,2.0
2026-01-26/1,锦浪科技,2.0
2026-01-26/1,德业股份,2.0
2026-01-26/1,科士达,2.0
2026-01-26/1,禾迈股份,2.0
2026-01-26/1,艾罗能源,2.0
2026-01-26/1,固德威,2.0
2026-01-26/1,思瑞浦,1.0
2026-01-26/1,纳芯微,1.0
2026-01-26/1,芯朋微,1.0
2026-01-26/1,艾为电子,1.0
2026-01-26/1,美芯晟,1.0
2026-01-26/1,晶丰明源,1.0
2026-01-26/1,杰华特,1.0
2026-01-26/1,圣邦股份,1.0
2026-01-26/1,南芯科技,1.0
2026-01-26/1,东阳光,1.0
2026-01-26/1,飞龙股份,1.0
2026-01-26/1,英维克,1.0
2026-01-26/1,鸿富瀚,1.0
2026-01-26/1,新意网,1.0
2026-01-26/1,奕东电子,1.0
2026-01-26/1,世纪互联,1.0
2026-01-26/1,万国数据,1.0
2026-01-26/1,润泽科技,1.0
2026-01-26/1,鼎通科技,1.0
2026-01-26/1,申菱环境,1.0
2026-01-26/1,飞荣达,1.0
2026-01-26/1,湖南黄金,1.0
2026-01-26/1,康欣新材,1.0
2026-01-26/1,江化微,1.0
2026-01-26/1,交运股份,1.0
2026-01-26/1,惠博普,1.0
2026-01-26/1,天合光能,1.0
2026-01-26/1,潍柴重机,0.5
2026-01-26/1,中国动力,0.5
2026-01-26/1,潍柴动力,0.5
2026-01-26/1,动力新科,0.5
2026-01-26/1,杰瑞股份,0.5
2026-01-26/1,泰豪科技,0.5
2026-01-26/1,悍高集团,0.3
