时间,个股,得分
2026-01-28/t,首都在线,5.0
2026-01-28/t,澜起科技,5.0
2026-01-28/t,兆易创新,5.0
2026-01-28/t,东芯股份,5.0
2026-01-28/t,普冉股份,5.0
2026-01-28/t,京山轻机,4.0
2026-01-28/t,德明利,4.0
2026-01-28/t,震有科技,4.0
2026-01-28/t,信维通信,4.0
2026-01-28/t,通宇通讯,4.0
2026-01-28/t,安培龙,4.0
2026-01-28/t,长川科技,4.0
2026-01-28/t,永鼎股份,3.0
2026-01-28/t,精智达,3.0
2026-01-28/t,双良节能,3.0
2026-01-28/t,网宿科技,3.0
2026-01-28/t,东微半导,3.0
2026-01-28/t,帝科股份,3.0
2026-01-28/t,北方华创,3.0
2026-01-28/t,中微公司,3.0
2026-01-28/t,拓荆科技,3.0
2026-01-28/t,亨通光电,3.0
2026-01-28/t,东阳光,3.0
2026-01-28/t,拉普拉斯,3.0
2026-01-28/t,连城数控,3.0
2026-01-28/t,沃尔核材,3.0
2026-01-28/t,协创数据,3.0
2026-01-28/t,聚辰股份,3.0
2026-01-28/t,北京君正,3.0
2026-01-28/t,江波龙,3.0
2026-01-28/t,华峰测控,3.0
2026-01-28/t,迈为股份,3.0
2026-01-28/t,奥特维,3.0
2026-01-28/t,高测股份,3.0
2026-01-28/t,明阳智能,3.0
2026-01-28/t,长飞光纤,3.0
2026-01-28/t,浙江荣泰,3.0
2026-01-28/t,中天科技,3.0
2026-01-28/t,佰维存储,3.0
2026-01-28/t,香农芯创,3.0
2026-01-28/t,国机精工,3.0
2026-01-28/t,扬杰科技,2.0
2026-01-28/t,杰华特,2.0
2026-01-28/t,宝钢包装,2.0
2026-01-28/t,圣贝拉,2.0
2026-01-28/t,乐歌股份,2.0
2026-01-28/t,康耐特光学,2.0
2026-01-28/t,首旅酒店,2.0
2026-01-28/t,香港中旅,2.0
2026-01-28/t,王子新材,2.0
2026-01-28/t,纳芯微,2.0
2026-01-28/t,聚和材料,2.0
2026-01-28/t,华住集团-S,2.0
2026-01-28/t,昇兴股份,2.0
2026-01-28/t,捷佳伟创,2.0
2026-01-28/t,晶盛机电,2.0
