时间,个股,得分
2026-01-16/2,三花智控,7.0
2026-01-16/2,晶盛机电,6.0
2026-01-16/2,精测电子,6.0
2026-01-16/2,迈为股份,5.0
2026-01-16/2,华峰测控,4.0
2026-01-16/2,利扬芯片,4.0
2026-01-16/2,华工科技,4.0
2026-01-16/2,科士达,4.0
2026-01-16/2,国光电气,4.0
2026-01-16/2,旭光电子,4.0
2026-01-16/2,蓝思科技,4.0
2026-01-16/2,长电科技,4.0
2026-01-16/2,伟测科技,4.0
2026-01-16/2,飞荣达,4.0
2026-01-16/2,杰瑞股份,4.0
2026-01-16/2,道通科技,4.0
2026-01-16/2,斯莱克,4.0
2026-01-16/2,北特科技,4.0
2026-01-16/2,立讯精密,4.0
2026-01-16/2,潍柴动力,4.0
2026-01-16/2,中微公司,3.0
2026-01-16/2,顺络电子,3.0
2026-01-16/2,上海新阳,3.0
2026-01-16/2,佰维存储,3.0
2026-01-16/2,芯源微,3.0
2026-01-16/2,大华股份,3.0
2026-01-16/2,格科微,3.0
2026-01-16/2,恒立液压,3.0
2026-01-16/2,明阳智能,3.0
2026-01-16/2,海康威视,3.0
2026-01-16/2,领益智造,3.0
2026-01-16/2,科大讯飞,3.0
2026-01-16/2,福赛科技,3.0
2026-01-16/2,拓普集团,3.0
2026-01-16/2,运达股份,3.0
2026-01-16/2,富瀚微,3.0
2026-01-16/2,通富微电,3.0
2026-01-16/2,长川科技,3.0
2026-01-16/2,北方华创,3.0
2026-01-16/2,安达智能,2.0
2026-01-16/2,博众精工,2.0
2026-01-16/2,成都华微,2.0
2026-01-16/2,电连技术,2.0
2026-01-16/2,龙旗科技,2.0
2026-01-16/2,联创电子,2.0
2026-01-16/2,天奥电子,2.0
2026-01-16/2,京东方A,2.0
2026-01-16/2,传音控股,2.0
2026-01-16/2,超频三,2.0
2026-01-16/2,中科飞测,2.0
2026-01-16/2,艾森股份,2.0
2026-01-16/2,中航光电,2.0
2026-01-16/2,中航成飞,2.0
2026-01-16/2,中航西飞,2.0
2026-01-16/2,万泽股份,2.0
2026-01-16/2,图南股份,2.0
2026-01-16/2,鼎龙股份,2.0
2026-01-16/2,星宸科技,2.0
2026-01-16/2,奥比中光-UW,2.0
2026-01-16/2,维信诺,2.0
2026-01-16/2,芯朋微,2.0
2026-01-16/2,协创数据,2.0
2026-01-16/2,信维通信,2.0
2026-01-16/2,乐山电力,2.0
2026-01-16/2,洪田股份,2.0
2026-01-16/2,歌尔股份,2.0
2026-01-16/2,鸿富瀚,2.0
2026-01-16/2,豪威集团,2.0
2026-01-16/2,华海清科,2.0
2026-01-16/2,凯美特气,2.0
2026-01-16/2,景嘉微,2.0
2026-01-16/2,苏州天脉,2.0
2026-01-16/2,TCL科技,2.0
2026-01-16/2,天承科技,2.0
2026-01-16/2,统联精密,2.0
2026-01-16/2,江波龙,2.0
2026-01-16/2,智明达,2.0
2026-01-16/2,欧陆通,2.0
2026-01-16/2,思泉新材,2.0
2026-01-16/2,江丰电子,2.0
2026-01-16/2,中科曙光,2.0
2026-01-16/2,达瑞电子,2.0
2026-01-16/2,中科电路,2.0
2026-01-16/2,宇晶股份,2.0
2026-01-16/2,清溢光电,2.0
2026-01-16/2,乾照光电,2.0
2026-01-16/2,鹏鼎控股,2.0
2026-01-16/2,指南者,2.0
2026-01-16/2,实益达,2.0
2026-01-16/2,三安光电,2.0
2026-01-16/2,胜宏科技,2.0
