时间,个股,得分
2026-01-06/3,拓荆科技,6.0
2026-01-06/3,中微公司,6.0
2026-01-06/3,万华化学,5.6
2026-01-06/3,深南电路,5.0
2026-01-06/3,沪电股份,5.0
2026-01-06/3,蓝思科技,5.0
2026-01-06/3,鲁西化工,4.6
2026-01-06/3,应流股份,4.6
2026-01-06/3,万泽股份,4.6
2026-01-06/3,钧达股份,4.0
2026-01-06/3,兆易创新,4.0
2026-01-06/3,德明利,4.0
2026-01-06/3,恒立液压,4.0
2026-01-06/3,生益科技,4.0
2026-01-06/3,迈为股份,4.0
2026-01-06/3,普冉股份,4.0
2026-01-06/3,世运电路,4.0
2026-01-06/3,杰瑞股份,4.0
2026-01-06/3,联德股份,4.0
2026-01-06/3,博盈特焊,4.0
2026-01-06/3,冰轮环境,4.0
2026-01-06/3,佰维存储,4.0
2026-01-06/3,中国太保,4.0
2026-01-06/3,阿里巴巴,4.0
2026-01-06/3,中国人寿,4.0
2026-01-06/3,中国平安,4.0
2026-01-06/3,新华保险,4.0
2026-01-06/3,雅克科技,3.6
2026-01-06/3,华鲁恒升,3.6
2026-01-06/3,国瓷材料,3.6
2026-01-06/3,中材科技,3.0
2026-01-06/3,亿嘉和,3.0
2026-01-06/3,京东方A,3.0
2026-01-06/3,用友网络,3.0
2026-01-06/3,金山办公,3.0
2026-01-06/3,鼎捷数智,3.0
2026-01-06/3,万兴科技,3.0
2026-01-06/3,科大讯飞,3.0
2026-01-06/3,汉得信息,3.0
2026-01-06/3,海格通信,3.0
2026-01-06/3,开普云,3.0
2026-01-06/3,胜宏科技,3.0
2026-01-06/3,菲利华,3.0
2026-01-06/3,鼎泰高科,3.0
2026-01-06/3,合合信息,3.0
2026-01-06/3,德福科技,3.0
2026-01-06/3,纳科诺尔,3.0
2026-01-06/3,厦钨新能,3.0
2026-01-06/3,兴发集团,2.6
2026-01-06/3,合盛硅业,2.6
2026-01-06/3,京山轻机,2.0
2026-01-06/3,奥特维,2.0
2026-01-06/3,恒辉安防,2.0
2026-01-06/3,江波龙,2.0
2026-01-06/3,杭可科技,2.0
2026-01-06/3,先导智能,2.0
2026-01-06/3,汉威科技,2.0
2026-01-06/3,振江股份,2.0
2026-01-06/3,北方华创,2.0
2026-01-06/3,同益中,2.0
2026-01-06/3,璞泰来,2.0
2026-01-06/3,联赢激光,2.0
2026-01-06/3,阳光电源,2.0
2026-01-06/3,贝特瑞,2.0
2026-01-06/3,亨通光电,2.0
2026-01-06/3,鹏鼎控股,2.0
2026-01-06/3,中联重科,2.0
2026-01-06/3,中天科技,2.0
2026-01-06/3,中国人保,2.0
2026-01-06/3,卫宁健康,2.0
2026-01-06/3,华大九天,2.0
2026-01-06/3,智谱华章,2.0
2026-01-06/3,同花顺,2.0
2026-01-06/3,海天瑞声,2.0
2026-01-06/3,时空科技,2.0
2026-01-06/3,能科科技,2.0
2026-01-06/3,鹰普精密,2.0
2026-01-06/3,豪迈科技,2.0
2026-01-06/3,徐工机械,2.0
2026-01-06/3,国科微,2.0
2026-01-06/3,云铝股份,2.0
2026-01-06/3,中孚实业,2.0
2026-01-06/3,神火股份,2.0
2026-01-06/3,中国铝业,2.0
2026-01-06/3,天山铝业,2.0
2026-01-06/3,帝科股份,2.0
2026-01-06/3,香农芯创,2.0
2026-01-06/3,同有科技,2.0
2026-01-06/3,溯联股份,2.0
2026-01-06/3,中文在线,2.0
2026-01-06/3,腾讯控股,2.0
2026-01-06/3,江顺科技,2.0
2026-01-06/3,神工股份,2.0
2026-01-06/3,领益智造,2.0
2026-01-06/3,飞沃科技,2.0
2026-01-06/3,当升科技,2.0
2026-01-06/3,中控技术,2.0
2026-01-06/3,中望软件,2.0
2026-01-06/3,统联精密,2.0
2026-01-06/3,精测电子,2.0
2026-01-06/3,福昕软件,2.0
2026-01-06/3,艾罗能源,2.0
2026-01-06/3,固德威,2.0
2026-01-06/3,阿特斯,2.0
2026-01-06/3,凯格精机,2.0
2026-01-06/3,中芯国际,2.0
2026-01-06/3,大族数控,2.0
2026-01-06/3,珂玛科技,2.0
2026-01-06/3,德业股份,2.0
2026-01-06/3,索辰科技,2.0
2026-01-06/3,捷佳伟创,2.0
2026-01-06/3,三一重工,2.0
2026-01-06/3,中国财险,2.0
2026-01-06/3,阳光保险,2.0
2026-01-06/3,南山智尚,2.0
2026-01-06/3,中国太平,2.0
2026-01-06/3,东方日升,2.0
2026-01-06/3,天岳先进,2.0
2026-01-06/3,新宙邦,1.6
2026-01-06/3,江瀚新材,1.6
2026-01-06/3,云图控股,1.6
2026-01-06/3,新安股份,1.6
