时间,个股,得分
2026-01-28/2,华峰测控,2.0
2026-01-28/2,精智达,2.0
2026-01-28/2,首都在线,2.0
2026-01-28/2,东芯股份,2.0
2026-01-28/2,杰华特,1.0
2026-01-28/2,圣邦股份,1.0
2026-01-28/2,纳芯微,1.0
2026-01-28/2,思瑞浦,1.0
2026-01-28/2,麦格米特,1.0
2026-01-28/2,宏盛股份,1.0
2026-01-28/2,扬杰科技,1.0
2026-01-28/2,晶丰明源,1.0
2026-01-28/2,艾为电子,1.0
2026-01-28/2,南芯科技,1.0
2026-01-28/2,东微半导,1.0
2026-01-28/2,中微公司,1.0
2026-01-28/2,新洁能,1.0
2026-01-28/2,士兰微,1.0
2026-01-28/2,拓荆科技,1.0
2026-01-28/2,长川科技,1.0
2026-01-28/2,北方华创,1.0
2026-01-28/2,芯源微,1.0
2026-01-28/2,微导纳米,1.0
2026-01-28/2,矽电股份,1.0
2026-01-28/2,中科飞测,1.0
2026-01-28/2,斯达半导,1.0
2026-01-28/2,金海通,1.0
2026-01-28/2,京仪装备,1.0
2026-01-28/2,强一股份,1.0
2026-01-28/2,珂玛科技,1.0
2026-01-28/2,智立方,1.0
2026-01-28/2,安集科技,1.0
2026-01-28/2,上海新阳,1.0
2026-01-28/2,江丰电子,1.0
2026-01-28/2,广钢气体,1.0
2026-01-28/2,雅克科技,1.0
2026-01-28/2,芯原股份,1.0
2026-01-28/2,鼎龙股份,1.0
2026-01-28/2,精测电子,1.0
2026-01-28/2,华虹半导体,1.0
2026-01-28/2,通富微电,1.0
2026-01-28/2,宏微科技,1.0
2026-01-28/2,江波龙,1.0
2026-01-28/2,德明利,1.0
2026-01-28/2,协创数据,1.0
2026-01-28/2,佰维存储,1.0
2026-01-28/2,普冉股份,1.0
2026-01-28/2,兆易创新,1.0
2026-01-28/2,澜起科技,1.0
2026-01-28/2,香农芯创,1.0
2026-01-28/2,北京君正,1.0
2026-01-28/2,聚辰股份,1.0
2026-01-28/2,奥特维,1.0
2026-01-28/2,宇晶股份,1.0
2026-01-28/2,拉普拉斯,1.0
2026-01-28/2,迈为股份,1.0
2026-01-28/2,双良节能,1.0
2026-01-28/2,高测股份,1.0
2026-01-28/2,连城数控,1.0
2026-01-28/2,飞沃科技,1.0
2026-01-28/2,西部材料,1.0
2026-01-28/2,明阳智能,1.0
2026-01-28/2,华曙高科,1.0
2026-01-28/2,钧达股份,1.0
2026-01-28/2,普天科技,1.0
2026-01-28/2,顺灏股份,1.0
2026-01-28/2,闪迪,1.0
2026-01-28/2,铠侠,1.0
2026-01-28/2,三星,1.0
2026-01-28/2,美光,1.0
2026-01-28/2,惠普,1.0
2026-01-28/2,戴尔,1.0
2026-01-28/2,苹果,1.0
2026-01-28/2,小米,1.0
