时间,个股,得分
2026-01-06/t,中微公司,6.0
2026-01-06/t,拓荆科技,5.0
2026-01-06/t,德福科技,4.0
2026-01-06/t,普冉股份,4.0
2026-01-06/t,中芯国际,4.0
2026-01-06/t,兆易创新,4.0
2026-01-06/t,深南电路,4.0
2026-01-06/t,生益科技,4.0
2026-01-06/t,世运电路,4.0
2026-01-06/t,蓝思科技,4.0
2026-01-06/t,沪电股份,4.0
2026-01-06/t,菲利华,4.0
2026-01-06/t,北方华创,4.0
2026-01-06/t,天赐材料,4.0
2026-01-06/t,科大讯飞,3.0
2026-01-06/t,阿里巴巴,3.0
2026-01-06/t,京东方A,3.0
2026-01-06/t,华虹公司,3.0
2026-01-06/t,海格通信,3.0
2026-01-06/t,恒立液压,3.0
2026-01-06/t,迈为股份,3.0
2026-01-06/t,胜宏科技,3.0
2026-01-06/t,万华化学,3.0
2026-01-06/t,钧达股份,3.0
2026-01-06/t,鲁西化工,3.0
2026-01-06/t,精智达,3.0
2026-01-06/t,汉威科技,3.0
2026-01-06/t,开普云,3.0
2026-01-06/t,佰维存储,3.0
2026-01-06/t,德明利,3.0
2026-01-06/t,长川科技,3.0
2026-01-06/t,嘉元科技,3.0
2026-01-06/t,中文在线,3.0
2026-01-06/t,纳科诺尔,3.0
2026-01-06/t,雅克科技,2.0
2026-01-06/t,金山办公,2.0
2026-01-06/t,万兴科技,2.0
2026-01-06/t,合合信息,2.0
2026-01-06/t,用友网络,2.0
2026-01-06/t,汉得信息,2.0
2026-01-06/t,腾景科技,2.0
2026-01-06/t,长芯博创,2.0
2026-01-06/t,新易盛,2.0
2026-01-06/t,冰轮环境,2.0
2026-01-06/t,博盈特焊,2.0
2026-01-06/t,联德股份,2.0
2026-01-06/t,杰瑞股份,2.0
2026-01-06/t,应流股份,2.0
2026-01-06/t,中材科技,2.0
2026-01-06/t,鼎泰高科,2.0
2026-01-06/t,中际旭创,2.0
2026-01-06/t,三七互娱,2.0
2026-01-06/t,亨通光电,2.0
2026-01-06/t,中天科技,2.0
2026-01-06/t,万泽股份,2.0
2026-01-06/t,溯联股份,2.0
2026-01-06/t,多氟多,2.0
2026-01-06/t,天际股份,2.0
2026-01-06/t,中一科技,2.0
2026-01-06/t,诺德股份,2.0
2026-01-06/t,中孚实业,2.0
