时间,个股,得分
2026-01-13/t,佰维存储,3.0
2026-01-13/t,北京君正,2.0
2026-01-13/t,兆易创新,2.0
2026-01-13/t,江波龙,2.0
2026-01-13/t,英维克,2.0
2026-01-13/t,卫宁健康,2.0
2026-01-13/t,鼎捷软件,2.0
2026-01-13/t,迈富时,1.5
2026-01-13/t,伊戈尔,1.0
2026-01-13/t,HBM,1.0
2026-01-13/t,平高电气,1.0
2026-01-13/t,四方股份,1.0
2026-01-13/t,特变电工,1.0
2026-01-13/t,德明利,1.0
2026-01-13/t,NAND,1.0
2026-01-13/t,DRAM,1.0
2026-01-13/t,协创数据,1.0
2026-01-13/t,香农芯创,1.0
2026-01-13/t,普冉股份,1.0
2026-01-13/t,金盘科技,1.0
2026-01-13/t,中国西电,1.0
2026-01-13/t,华锡有色,1.0
2026-01-13/t,东芯股份,1.0
2026-01-13/t,创世纪,1.0
2026-01-13/t,津上机床中国,1.0
2026-01-13/t,溯联股份,1.0
2026-01-13/t,同飞股份,1.0
2026-01-13/t,大位科技,1.0
2026-01-13/t,华锐精密,1.0
2026-01-13/t,光环新网,1.0
2026-01-13/t,东阳光,1.0
2026-01-13/t,中恒电气,1.0
2026-01-13/t,科华数据,1.0
2026-01-13/t,荣昌生物,1.0
2026-01-13/t,康方生物,1.0
2026-01-13/t,三生制药,1.0
2026-01-13/t,润泽科技,1.0
2026-01-13/t,科伦博泰,1.0
2026-01-13/t,百利天恒,1.0
2026-01-13/t,晶泰控股,1.0
2026-01-13/t,翰森制药,1.0
2026-01-13/t,英矽智能,1.0
2026-01-13/t,成都先导,1.0
2026-01-13/t,泓博医药,1.0
2026-01-13/t,医渡科技,1.0
2026-01-13/t,厦钨新能,1.0
2026-01-13/t,上海洗霸,1.0
2026-01-13/t,当升科技,1.0
2026-01-13/t,先导智能,1.0
2026-01-13/t,联赢激光,1.0
2026-01-13/t,荣旗科技,1.0
2026-01-13/t,豪能股份,1.0
2026-01-13/t,思源电气,1.0
2026-01-13/t,宁德时代,1.0
2026-01-13/t,比亚迪,1.0
2026-01-13/t,卓易信息,1.0
2026-01-13/t,金山办公,1.0
2026-01-13/t,寒武纪,1.0
2026-01-13/t,海光信息,1.0
2026-01-13/t,浙江荣泰,1.0
2026-01-13/t,汉得信息,1.0
2026-01-13/t,新泉股份,1.0
2026-01-13/t,三花智控,1.0
2026-01-13/t,拓普集团,1.0
2026-01-13/t,新剑传动,1.0
2026-01-13/t,五洲新春,1.0
2026-01-13/t,斯菱股份,1.0
2026-01-13/t,万兴科技,1.0
2026-01-13/t,恒力液压,1.0
2026-01-13/t,蓝色光标,1.0
2026-01-13/t,易点天下,1.0
2026-01-13/t,浩瀚深度,1.0
2026-01-13/t,能科科技,1.0
2026-01-13/t,铂力特,1.0
2026-01-13/t,华曙高科,1.0
2026-01-13/t,银邦股份,1.0
2026-01-13/t,飞沃科技,1.0
2026-01-13/t,江顺科技,1.0
2026-01-13/t,有研粉材,1.0
2026-01-13/t,锐科激光,1.0
2026-01-13/t,京东健康,1.0
2026-01-13/t,阿里健康,1.0
2026-01-13/t,美年健康,1.0
2026-01-13/t,嘉和美康,1.0
2026-01-13/t,税友股份,1.0
2026-01-13/t,润达医疗,1.0
2026-01-13/t,迪安诊断,1.0
2026-01-13/t,涪陵电力,1.0
2026-01-13/t,金域医学,1.0
2026-01-13/t,拓荆,1.0
2026-01-13/t,普冉,1.0
2026-01-13/t,佰维,1.0
2026-01-13/t,强一,1.0
2026-01-13/t,立讯精密,1.0
2026-01-13/t,闻泰科技,1.0
2026-01-13/t,招金矿业,1.0
2026-01-13/t,臻镭科技,1.0
2026-01-13/t,电科芯片,1.0
2026-01-13/t,国博电子,1.0
2026-01-13/t,铖昌科技,1.0
2026-01-13/t,第四范式,1.0
2026-01-13/t,星环科技,1.0
2026-01-13/t,澜起科技,1.0
2026-01-13/t,亚光科技,1.0
2026-01-13/t,天箭科技,1.0
2026-01-13/t,通宇通讯,1.0
2026-01-13/t,金浔资源,0.5
2026-01-13/t,隆达股份,0.5
2026-01-13/t,云南铜业,0.5
2026-01-13/t,沃尔德,0.5
2026-01-13/t,贵研铂业,0.5
2026-01-13/t,AI应用,0.5
2026-01-13/t,云南锗业,0.5
2026-01-13/t,锡业股份,0.5
2026-01-13/t,长江证券,0.5
2026-01-13/t,甬金股份,0.5
2026-01-13/t,凯盛科技,0.5
