时间,个股,得分
2026-01-15/t,三花智控,6.0
2026-01-15/t,斯莱克,6.0
2026-01-15/t,思源电气,6.0
2026-01-15/t,精测电子,6.0
2026-01-15/t,杰瑞股份,6.0
2026-01-15/t,晶盛机电,6.0
2026-01-15/t,国光电气,6.0
2026-01-15/t,东材科技,5.0
2026-01-15/t,合合信息,5.0
2026-01-15/t,科士达,5.0
2026-01-15/t,芯源微,5.0
2026-01-15/t,迈为股份,5.0
2026-01-15/t,凯美特气,5.0
2026-01-15/t,北方华创,5.0
2026-01-15/t,佰维存储,5.0
2026-01-15/t,北特科技,4.0
2026-01-15/t,永创智能,4.0
2026-01-15/t,潍柴动力,4.0
2026-01-15/t,优必选,4.0
2026-01-15/t,恺英,4.0
2026-01-15/t,华通,4.0
2026-01-15/t,三七,4.0
2026-01-15/t,宗申动力,4.0
2026-01-15/t,科大讯飞,4.0
2026-01-15/t,完美,4.0
2026-01-15/t,隆盛科技,4.0
2026-01-15/t,比亚迪,4.0
2026-01-15/t,巨人,4.0
2026-01-15/t,中微公司,4.0
2026-01-15/t,华峰测控,4.0
2026-01-15/t,伟测科技,4.0
2026-01-15/t,欢瑞世纪,4.0
2026-01-15/t,长电科技,4.0
2026-01-15/t,旭光电子,4.0
2026-01-15/t,联赢激光,4.0
2026-01-15/t,特变电工,4.0
2026-01-15/t,易点天下,4.0
2026-01-15/t,华工科技,4.0
2026-01-15/t,华海清科,4.0
2026-01-15/t,道通科技,4.0
2026-01-15/t,金山办公,4.0
2026-01-15/t,伊戈尔,4.0
2026-01-15/t,中无人机,3.0
2026-01-15/t,深信服,3.0
2026-01-15/t,利欧股份,3.0
2026-01-15/t,值得买,3.0
2026-01-15/t,航天彩虹,3.0
2026-01-15/t,杭氧股份,3.0
2026-01-15/t,国电南瑞,3.0
2026-01-15/t,先导智能,3.0
2026-01-15/t,雅克科技,3.0
2026-01-15/t,中航沈飞,3.0
2026-01-15/t,新华网,3.0
2026-01-15/t,第四范式,3.0
2026-01-15/t,税友股份,3.0
2026-01-15/t,亚太股份,3.0
2026-01-15/t,富特科技,3.0
2026-01-15/t,金固股份,3.0
2026-01-15/t,鸿富瀚,3.0
2026-01-15/t,星环科技,3.0
2026-01-15/t,安靠智电,3.0
2026-01-15/t,人民网,3.0
2026-01-15/t,拓荆科技,3.0
2026-01-15/t,力勤资源,3.0
2026-01-15/t,汉得信息,3.0
2026-01-15/t,海光信息,3.0
2026-01-15/t,鼎捷软件,3.0
2026-01-15/t,沪电股份,3.0
2026-01-15/t,立讯精密,3.0
2026-01-15/t,豪威集团,3.0
2026-01-15/t,胜宏科技,3.0
2026-01-15/t,三星医疗,3.0
2026-01-15/t,中国西电,3.0
2026-01-15/t,信维通信,3.0
2026-01-15/t,明阳智能,3.0
2026-01-15/t,恒立液压,3.0
2026-01-15/t,大金重工,3.0
2026-01-15/t,海力风电,3.0
2026-01-15/t,东方电缆,3.0
2026-01-15/t,协创数据,3.0
2026-01-15/t,旭升集团,3.0
2026-01-15/t,模塑科技,3.0
2026-01-15/t,万向钱潮,3.0
2026-01-15/t,台积电,2.0
2026-01-15/t,汇量科技,2.0
2026-01-15/t,快手,2.0
2026-01-15/t,壹网壹创,2.0
2026-01-15/t,阿里巴巴,2.0
2026-01-15/t,国瓷材料,2.0
2026-01-15/t,海天瑞声,2.0
2026-01-15/t,呈和科技,2.0
2026-01-15/t,侨源股份,2.0
2026-01-15/t,广钢气体,2.0
2026-01-15/t,彤程新材,2.0
2026-01-15/t,鼎龙股份,2.0
2026-01-15/t,晶瑞电材,2.0
2026-01-15/t,南大光电,2.0
2026-01-15/t,兴福电子,2.0
2026-01-15/t,斯迪克,2.0
2026-01-15/t,上海港湾,2.0
2026-01-15/t,飞龙股份,2.0
2026-01-15/t,京威股份,2.0
2026-01-15/t,蓝黛科技,2.0
2026-01-15/t,隆鑫通用,2.0
2026-01-15/t,宁波高发,2.0
2026-01-15/t,万安科技,2.0
2026-01-15/t,赛力斯,2.0
2026-01-15/t,骄成超声,2.0
2026-01-15/t,联德股份,2.0
2026-01-15/t,和远气体,2.0
2026-01-15/t,乐普医疗,2.0
2026-01-15/t,归创通桥,2.0
2026-01-15/t,蓝帆医疗,2.0
2026-01-15/t,先瑞达医疗,2.0
2026-01-15/t,帝科股份,2.0
2026-01-15/t,航天电子,2.0
2026-01-15/t,航宇科技,2.0
2026-01-15/t,恒驰科技,2.0
2026-01-15/t,盟升电子,2.0
2026-01-15/t,图南股份,2.0
2026-01-15/t,天奥电子,2.0
2026-01-15/t,德福科技,2.0
2026-01-15/t,奥比中光-UW,2.0
2026-01-15/t,安达智能,2.0
2026-01-15/t,博众精工,2.0
2026-01-15/t,天顺风能,2.0
2026-01-15/t,中天科技,2.0
2026-01-15/t,超捷股份,2.0
2026-01-15/t,复旦微电,2.0
2026-01-15/t,航亚科技,2.0
2026-01-15/t,航发科技,2.0
2026-01-15/t,航泰科技,2.0
2026-01-15/t,万里扬,2.0
2026-01-15/t,瑞迪智驱,2.0
2026-01-15/t,双林股份,2.0
2026-01-15/t,上汽集团,2.0
2026-01-15/t,拓普集团,2.0
2026-01-15/t,小鹏汽车-W,2.0
2026-01-15/t,小米集团-W,2.0
2026-01-15/t,银轮股份,2.0
2026-01-15/t,洪都航空,2.0
2026-01-15/t,中航重机,2.0
2026-01-15/t,爱乐达,2.0
2026-01-15/t,中通客车,2.0
2026-01-15/t,长城汽车,2.0
2026-01-15/t,长安汽车,2.0
2026-01-15/t,伯特利,2.0
2026-01-15/t,哈工智能,2.0
2026-01-15/t,福赛科技,2.0
2026-01-15/t,经纬恒润-W,2.0
2026-01-15/t,均胜电子,2.0
2026-01-15/t,吉利汽车,2.0
2026-01-15/t,凌云股份,2.0
2026-01-15/t,零跑汽车,2.0
2026-01-15/t,宏和科技,2.0
2026-01-15/t,菲利华,2.0
2026-01-15/t,传音控股,2.0
2026-01-15/t,超频三,2.0
2026-01-15/t,大族激光,2.0
2026-01-15/t,乐山电力,2.0
2026-01-15/t,洪田股份,2.0
2026-01-15/t,歌尔股份,2.0
2026-01-15/t,海康威视,2.0
2026-01-15/t,景嘉微,2.0
2026-01-15/t,京东方A,2.0
2026-01-15/t,文灿股份,2.0
2026-01-15/t,中国汽研,2.0
2026-01-15/t,联创电子,2.0
2026-01-15/t,利扬芯片,2.0
2026-01-15/t,鹏鼎控股,2.0
2026-01-15/t,乾照光电,2.0
2026-01-15/t,清溢光电,2.0
2026-01-15/t,苏州天脉,2.0
2026-01-15/t,顺络电子,2.0
2026-01-15/t,三安光电,2.0
2026-01-15/t,实益达,2.0
2026-01-15/t,指南者,2.0
2026-01-15/t,天承科技,2.0
2026-01-15/t,统联精密,2.0
2026-01-15/t,电连技术,2.0
2026-01-15/t,成都华微,2.0
