时间,个股,得分
2026-01-22/3,宇晶股份,4.0
2026-01-22/3,国瓷材料,3.0
2026-01-22/3,迈为股份,3.0
2026-01-22/3,东方日升,3.0
2026-01-22/3,洪田股份,3.0
2026-01-22/3,中际旭创,3.0
2026-01-22/3,钧达股份,3.0
2026-01-22/3,华润微,3.0
2026-01-22/3,信维通信,3.0
2026-01-22/3,凯美特气,3.0
2026-01-22/3,乾照光电,3.0
2026-01-22/3,深南电路,3.0
2026-01-22/3,立讯精密,3.0
2026-01-22/3,精智达,3.0
2026-01-22/3,北方华创,3.0
2026-01-22/3,中微公司,3.0
2026-01-22/3,精测电子,3.0
2026-01-22/3,厦钨新能,2.0
2026-01-22/3,天孚通信,2.0
2026-01-22/3,纳科诺尔,2.0
2026-01-22/3,天承科技,2.0
2026-01-22/3,沃格光电,2.0
2026-01-22/3,宏工科技,2.0
2026-01-22/3,顺络电子,2.0
2026-01-22/3,晶盛机电,2.0
2026-01-22/3,先惠技术,2.0
2026-01-22/3,连城数控,2.0
2026-01-22/3,歌尔股份,2.0
2026-01-22/3,阅文集团,2.0
2026-01-22/3,昆仑万维,2.0
2026-01-22/3,万兴科技,2.0
2026-01-22/3,快手,2.0
2026-01-22/3,德才股份,2.0
2026-01-22/3,新集能源,2.0
2026-01-22/3,恒源煤电,2.0
2026-01-22/3,北特科技,2.0
2026-01-22/3,中文在线,2.0
2026-01-22/3,恺英网络,2.0
2026-01-22/3,新莱应材,2.0
2026-01-22/3,飞沃科技,2.0
2026-01-22/3,扬杰科技,2.0
2026-01-22/3,颀中科技,2.0
2026-01-22/3,电科芯片,2.0
2026-01-22/3,宸展光电,2.0
2026-01-22/3,利扬芯片,2.0
2026-01-22/3,联动科技,2.0
2026-01-22/3,统联精密,2.0
2026-01-22/3,景旺电子,2.0
2026-01-22/3,达瑞电子,2.0
2026-01-22/3,海康威视,2.0
2026-01-22/3,成都华微,2.0
2026-01-22/3,安达智能,2.0
2026-01-22/3,翔港科技,2.0
2026-01-22/3,中富电路,2.0
2026-01-22/3,霸盛机电,2.0
2026-01-22/3,三安光电,2.0
2026-01-22/3,佰维存储,2.0
2026-01-22/3,中煤能源,2.0
2026-01-22/3,华正新材,2.0
2026-01-22/3,宏和科技,2.0
2026-01-22/3,中国神华,2.0
2026-01-22/3,奥比中光-UW,2.0
2026-01-22/3,华海清科,2.0
2026-01-22/3,晋控煤业,2.0
2026-01-22/3,中芯国际,2.0
2026-01-22/3,燕东微,2.0
2026-01-22/3,浙江荣泰,2.0
2026-01-22/3,华虹半导体,2.0
2026-01-22/3,帝尔激光,2.0
2026-01-22/3,拓普集团,2.0
2026-01-22/3,海光信息,2.0
2026-01-22/3,江丰电子,2.0
2026-01-22/3,广合科技,2.0
2026-01-22/3,宇瞳光学,2.0
2026-01-22/3,协创数据,2.0
2026-01-22/3,芯朋微,2.0
2026-01-22/3,维峰电子,2.0
2026-01-22/3,TCL科技,2.0
2026-01-22/3,天音控股,2.0
2026-01-22/3,天岳先进,2.0
2026-01-22/3,胜宏科技,2.0
2026-01-22/3,世运电路,2.0
2026-01-22/3,鹏鼎控股,2.0
2026-01-22/3,南芯科技,2.0
2026-01-22/3,联创电子,2.0
2026-01-22/3,龙旗科技,2.0
2026-01-22/3,嘉微,2.0
2026-01-22/3,豪威集团,2.0
2026-01-22/3,大族激光,2.0
2026-01-22/3,鸿富瀚,2.0
2026-01-22/3,东山精密,2.0
2026-01-22/3,东微半导,2.0
2026-01-22/3,领益智造,2.0
2026-01-22/3,超频三,2.0
2026-01-22/3,博众精工,2.0
2026-01-22/3,西安奕材,2.0
2026-01-22/3,新炬网络,2.0
2026-01-22/3,清溢光电,2.0
2026-01-22/3,崧盛股份,2.0
2026-01-22/3,探路者,2.0
2026-01-22/3,传育控股,2.0
2026-01-22/3,华工科技,2.0
2026-01-22/3,电连技术,2.0
2026-01-22/3,蓝思科技,2.0
2026-01-22/3,精锋医疗,2.0
2026-01-22/3,微创机器人,2.0
2026-01-22/3,海亮股份,2.0
2026-01-22/3,中一科技,2.0
2026-01-22/3,新易盛,2.0
2026-01-22/3,海安集团,2.0
2026-01-22/3,福莱新材,2.0
2026-01-22/3,宁德时代,2.0
2026-01-22/3,京仪装备,1.0
2026-01-22/3,平煤股份,1.0
2026-01-22/3,山西焦煤,1.0
2026-01-22/3,英维克,1.0
2026-01-22/3,兴森科技,1.0
2026-01-22/3,陕西煤业,1.0
2026-01-22/3,潞安环能,1.0
2026-01-22/3,山煤国际,1.0
2026-01-22/3,沪电股份,1.0
2026-01-22/3,天禄科技,1.0
2026-01-22/3,赤子城科技,1.0
2026-01-22/3,中国巨石,1.0
2026-01-22/3,中材科技,1.0
2026-01-22/3,HJT,1.0
2026-01-22/3,申菱环境,1.0
2026-01-22/3,明阳智能,1.0
2026-01-22/3,上海港湾,1.0
2026-01-22/3,斯瑞新材,1.0
2026-01-22/3,昊志机电,1.0
2026-01-22/3,ST金刚,1.0
2026-01-22/3,超捷股份,1.0
2026-01-22/3,新雷能,1.0
2026-01-22/3,帝科股份,1.0
2026-01-22/3,天智航,1.0
2026-01-22/3,爱康医疗,1.0
2026-01-22/3,三友医疗,1.0
2026-01-22/3,罗博特科,1.0
2026-01-22/3,致尚科技,1.0
2026-01-22/3,锡装股份,1.0
2026-01-22/3,奥莱德,1.0
2026-01-22/3,普利特,1.0
