时间,个股,得分
2026-01-20/t,海光信息,8.3
2026-01-20/t,奥特维,8.0
2026-01-20/t,永鼎股份,7.0
2026-01-20/t,连城数控,7.0
2026-01-20/t,三花智控,7.0
2026-01-20/t,中航西飞,6.5
2026-01-20/t,上海港湾,6.0
2026-01-20/t,华工科技,6.0
2026-01-20/t,高测股份,6.0
2026-01-20/t,精测电子,5.0
2026-01-20/t,杰瑞股份,5.0
2026-01-20/t,航亚科技,5.0
2026-01-20/t,隆盛科技,5.0
2026-01-20/t,模塑科技,5.0
2026-01-20/t,万泽股份,5.0
2026-01-20/t,博众精工,4.0
2026-01-20/t,先惠技术,4.0
2026-01-20/t,东材科技,4.0
2026-01-20/t,晶盛机电,4.0
2026-01-20/t,源杰科技,4.0
2026-01-20/t,歌尔股份,4.0
2026-01-20/t,迈为股份,4.0
2026-01-20/t,国光电气,4.0
2026-01-20/t,帝科股份,4.0
2026-01-20/t,北方华创,4.0
2026-01-20/t,奥比中光-UW,4.0
2026-01-20/t,宗申动力,4.0
2026-01-20/t,恒立液压,4.0
2026-01-20/t,复旦微电,4.0
2026-01-20/t,东方日升,4.0
2026-01-20/t,钧达股份,4.0
2026-01-20/t,中国中免,4.0
2026-01-20/t,思源电气,4.0
2026-01-20/t,东微半导,4.0
2026-01-20/t,蓝思科技,4.0
2026-01-20/t,比亚迪,4.0
2026-01-20/t,道通科技,4.0
2026-01-20/t,深南电路,4.0
2026-01-20/t,中微公司,4.0
2026-01-20/t,华海清科,4.0
2026-01-20/t,科士达,4.0
2026-01-20/t,联赢激光,4.0
2026-01-20/t,澜起科技,4.0
2026-01-20/t,洪田股份,4.0
2026-01-20/t,先导智能,4.0
2026-01-20/t,拓普集团,4.0
2026-01-20/t,崧盛股份,4.0
2026-01-20/t,海康威视,3.5
2026-01-20/t,中富电路,3.0
2026-01-20/t,信维通信,3.0
2026-01-20/t,中际旭创,3.0
2026-01-20/t,旭升集团,3.0
2026-01-20/t,航天电子,3.0
2026-01-20/t,铂力特,3.0
2026-01-20/t,乾照光电,3.0
2026-01-20/t,日盈电子,3.0
2026-01-20/t,兴森科技,3.0
2026-01-20/t,四方股份,3.0
2026-01-20/t,伊戈尔,3.0
2026-01-20/t,兆易创新,3.0
2026-01-20/t,上汽集团,3.0
2026-01-20/t,胜宏科技,3.0
2026-01-20/t,恒勃股份,3.0
2026-01-20/t,寒武纪,3.0
2026-01-20/t,国能日新,3.0
2026-01-20/t,长光华芯,3.0
2026-01-20/t,仕佳光子,3.0
2026-01-20/t,潍柴动力,3.0
2026-01-20/t,三博脑科,3.0
2026-01-20/t,浙江荣泰,3.0
2026-01-20/t,敏实集团,3.0
2026-01-20/t,零跑汽车,3.0
2026-01-20/t,航发动力,3.0
2026-01-20/t,航发科技,3.0
2026-01-20/t,北摩高科,3.0
2026-01-20/t,龙芯中科,3.0
2026-01-20/t,中航高科,3.0
2026-01-20/t,中芯国际,3.0
2026-01-20/t,帝尔激光,3.0
2026-01-20/t,世运电路,3.0
2026-01-20/t,巨人网络,3.0
2026-01-20/t,申万宏源,3.0
2026-01-20/t,中国汽研,3.0
2026-01-20/t,天承科技,2.3
2026-01-20/t,文远知行,2.3
2026-01-20/t,宏和科技,2.0
2026-01-20/t,中航成飞,2.0
2026-01-20/t,康耐特光学,2.0
2026-01-20/t,新易盛,2.0
2026-01-20/t,电科芯片,2.0
2026-01-20/t,华虹公司,2.0
2026-01-20/t,宸展光电,2.0
2026-01-20/t,海优新材,2.0
2026-01-20/t,盟升电子,2.0
2026-01-20/t,智明达,2.0
2026-01-20/t,干里科技,2.0
2026-01-20/t,豪能股份,2.0
2026-01-20/t,吉利汽车,2.0
2026-01-20/t,神驰机电,2.0
2026-01-20/t,长城汽车,2.0
2026-01-20/t,图达通,2.0
2026-01-20/t,金固股份,2.0
2026-01-20/t,华润微,2.0
2026-01-20/t,京山轻机,2.0
2026-01-20/t,中集安瑞科,2.0
2026-01-20/t,英诺激光,2.0
2026-01-20/t,赛力斯,2.0
2026-01-20/t,川仪股份,2.0
2026-01-20/t,雪人股份,2.0
2026-01-20/t,中集集团,2.0
2026-01-20/t,杭氧股份,2.0
2026-01-20/t,骄成超声,2.0
2026-01-20/t,海目星,2.0
2026-01-20/t,派克新材,2.0
2026-01-20/t,优必选,2.0
2026-01-20/t,中集环科,2.0
2026-01-20/t,永创智能,2.0
2026-01-20/t,步科股份,2.0
2026-01-20/t,天孚通信,2.0
2026-01-20/t,微导纳米,2.0
2026-01-20/t,精达股份,2.0
2026-01-20/t,中集车辆,2.0
2026-01-20/t,鼎泰高科,2.0
2026-01-20/t,潍柴重机,2.0
2026-01-20/t,联创光电,2.0
2026-01-20/t,联德股份,2.0
2026-01-20/t,再升科技,2.0
2026-01-20/t,国际复材,2.0
2026-01-20/t,华谊集团,2.0
2026-01-20/t,江化微,2.0
2026-01-20/t,钢研高纳,2.0
2026-01-20/t,西部超导,2.0
2026-01-20/t,中航机载,2.0
2026-01-20/t,旭光电子,2.0
2026-01-20/t,泰宗科技,2.0
2026-01-20/t,斯菱智驱,2.0
2026-01-20/t,明阳智能,2.0
2026-01-20/t,中恒电气,2.0
2026-01-20/t,南都电源,2.0
2026-01-20/t,望变电气,2.0
2026-01-20/t,雄韬股份,2.0
2026-01-20/t,品盛机电,2.0
2026-01-20/t,盛弘股份,2.0
2026-01-20/t,富特科技,2.0
2026-01-20/t,安靠智电,2.0
2026-01-20/t,百利天恒-U,2.0
2026-01-20/t,科伦药业,2.0
2026-01-20/t,苑东生物,2.0
2026-01-20/t,智翔金泰-U,2.0
2026-01-20/t,华兰股份,2.0
2026-01-20/t,康弘药业,2.0
2026-01-20/t,西山科技,2.0
2026-01-20/t,科伦博泰生物-B,2.0
2026-01-20/t,天智航-U,2.0
2026-01-20/t,华正新材,2.0
2026-01-20/t,成都先导,2.0
2026-01-20/t,海创药业,2.0
2026-01-20/t,中文在线,2.0
2026-01-20/t,博腾股份,2.0
2026-01-20/t,恺英网络,2.0
2026-01-20/t,迈富时,2.0
2026-01-20/t,智谱,2.0
2026-01-20/t,欢瑞世纪,2.0
2026-01-20/t,讯飞医疗科技,2.0
2026-01-20/t,佳发教育,2.0
2026-01-20/t,摩尔线程,2.0
2026-01-20/t,呈海图,2.0
2026-01-20/t,合合信息,2.0
2026-01-20/t,税友股份,2.0
2026-01-20/t,第四范式,2.0
2026-01-20/t,金山办公,2.0
2026-01-20/t,网宿科技,2.0
2026-01-20/t,光环新网,2.0
2026-01-20/t,铜牛信息,2.0
2026-01-20/t,华懋科技,2.0
2026-01-20/t,数据港,2.0
2026-01-20/t,大位科技,2.0
2026-01-20/t,中国联通,2.0
2026-01-20/t,锐捷网络,2.0
2026-01-20/t,奥飞数据,2.0
2026-01-20/t,润泽科技,2.0
2026-01-20/t,华测导航,2.0
2026-01-20/t,星网锐捷,2.0
2026-01-20/t,嘉元科技,2.0
2026-01-20/t,长盈通,2.0
2026-01-20/t,铭普光磁,2.0
2026-01-20/t,应流股份,2.0
2026-01-20/t,华友钴业,2.0
2026-01-20/t,高澜股份,2.0
2026-01-20/t,信科移动-U,2.0
2026-01-20/t,汇绿生态,2.0
2026-01-20/t,海格通信,2.0
2026-01-20/t,光模块专家,2.0
2026-01-20/t,芯源微,2.0
2026-01-20/t,精智达,2.0
2026-01-20/t,江丰电子,2.0
2026-01-20/t,广合科技,2.0
2026-01-20/t,宇晶股份,2.0
2026-01-20/t,新炬网络,2.0
2026-01-20/t,宇瞳光学,2.0
2026-01-20/t,协创数据,2.0
2026-01-20/t,芯朋微,2.0
2026-01-20/t,西安奕材,2.0
2026-01-20/t,维峰电子,2.0
2026-01-20/t,振华股份,2.0
