时间,个股,得分
2026-01-28/3,兆易创新,5.0
2026-01-28/3,普冉股份,4.0
2026-01-28/3,震有科技,4.0
2026-01-28/3,通宇通讯,4.0
2026-01-28/3,澜起科技,4.0
2026-01-28/3,德明利,4.0
2026-01-28/3,信维通信,4.0
2026-01-28/3,国机精工,3.0
2026-01-28/3,东芯股份,3.0
2026-01-28/3,江波龙,3.0
2026-01-28/3,德马科技,2.0
2026-01-28/3,京山轻机,2.0
2026-01-28/3,沃尔核材,2.0
2026-01-28/3,拓荆科技,2.0
2026-01-28/3,双良节能,2.0
2026-01-28/3,高测股份,2.0
2026-01-28/3,浙江荣泰,2.0
2026-01-28/3,迈为股份,2.0
2026-01-28/3,奥特维,2.0
2026-01-28/3,连城数控,2.0
2026-01-28/3,拉普拉斯,2.0
2026-01-28/3,捷佳伟创,2.0
2026-01-28/3,东阳光,2.0
2026-01-28/3,上能电气,2.0
2026-01-28/3,长川科技,2.0
2026-01-28/3,协创数据,2.0
2026-01-28/3,佰维存储,2.0
2026-01-28/3,香农芯创,2.0
2026-01-28/3,北京君正,2.0
2026-01-28/3,聚辰股份,2.0
2026-01-28/3,首都在线,2.0
2026-01-28/3,德才股份,2.0
2026-01-28/3,光力科技,2.0
2026-01-28/3,科达利,2.0
2026-01-28/3,耐普矿机,2.0
2026-01-28/3,晶盛机电,1.0
2026-01-28/3,聚合材料,1.0
2026-01-28/3,特斯拉,1.0
2026-01-28/3,深南电路,1.0
2026-01-28/3,兴森科技,1.0
2026-01-28/3,广合科技,1.0
2026-01-28/3,百通,1.0
2026-01-28/3,菲利华,1.0
2026-01-28/3,江海股份,1.0
2026-01-28/3,欧陆通,1.0
2026-01-28/3,振华股份,1.0
2026-01-28/3,江南新材,1.0
2026-01-28/3,麦格米特,1.0
2026-01-28/3,燕东微,1.0
2026-01-28/3,天山铝业,1.0
2026-01-28/3,中孚,1.0
2026-01-28/3,南山,1.0
2026-01-28/3,神火,1.0
2026-01-28/3,创新实业,1.0
2026-01-28/3,安诺其,1.0
2026-01-28/3,亚邦股份,1.0
2026-01-28/3,吉华集团,1.0
2026-01-28/3,闰土股份,1.0
2026-01-28/3,浙江龙盛,1.0
2026-01-28/3,卫星化学,1.0
2026-01-28/3,拓普集团,1.0
2026-01-28/3,福莱蒽特,1.0
2026-01-28/3,科翔股份,1.0
2026-01-28/3,明冠新材,1.0
2026-01-28/3,景旺电子,1.0
2026-01-28/3,万丰股份,1.0
2026-01-28/3,中国海油,1.0
2026-01-28/3,东方电缆,1.0
2026-01-28/3,中国石化,1.0
2026-01-28/3,中国石油,1.0
2026-01-28/3,恒运昌,1.0
2026-01-28/3,志高机械,1.0
2026-01-28/3,新锐股份,1.0
