时间,个股,得分
2026-01-21/2,海光信息,2.3
2026-01-21/2,华峰测控,2.0
2026-01-21/2,上海银行,2.0
2026-01-21/2,中力股份,2.0
2026-01-21/2,精测电子,2.0
2026-01-21/2,通富微电,2.0
2026-01-21/2,禾盛新材,2.0
2026-01-21/2,长江证券,2.0
2026-01-21/2,寒武纪,2.0
2026-01-21/2,长电科技,2.0
2026-01-21/2,麦格米特,2.0
2026-01-21/2,长信基金,2.0
2026-01-21/2,优然牧业,1.5
2026-01-21/2,AI应用,1.0
2026-01-21/2,锡业股份,1.0
2026-01-21/2,厦门钨业,1.0
2026-01-21/2,湖南黄金,1.0
2026-01-21/2,北方稀土,1.0
2026-01-21/2,信义玻璃,1.0
2026-01-21/2,悍高集团,1.0
2026-01-21/2,兔宝宝,1.0
2026-01-21/2,北新建材,1.0
2026-01-21/2,常宝股份,1.0
2026-01-21/2,博盈投资,1.0
2026-01-21/2,中金黄金,1.0
2026-01-21/2,山东黄金,1.0
2026-01-21/2,精工钢构,1.0
2026-01-21/2,川路股份,1.0
2026-01-21/2,中材科技,1.0
2026-01-21/2,中国巨石,1.0
2026-01-21/2,科达制造,1.0
2026-01-21/2,华新建材,1.0
2026-01-21/2,乐舒适,1.0
2026-01-21/2,上峰水泥,1.0
2026-01-21/2,华夏沪深300ETF,1.0
2026-01-21/2,易方达沪深300ETF,1.0
2026-01-21/2,华泰柏瑞沪深300ETF,1.0
2026-01-21/2,中国重汽,1.0
2026-01-21/2,潍柴动力,1.0
2026-01-21/2,嘉实沪深300ETF,1.0
2026-01-21/2,南方中证500ETF,1.0
2026-01-21/2,华夏上证50ETF,1.0
2026-01-21/2,华安上证180ETF,1.0
2026-01-21/2,富国中证1000ETF,1.0
2026-01-21/2,华夏中证500ETF,1.0
2026-01-21/2,南方中证1000ETF,1.0
2026-01-21/2,易方达创业板ETF,1.0
2026-01-21/2,华夏中证1000ETF,1.0
2026-01-21/2,广发中证1000ETF,1.0
2026-01-21/2,易方达上证科创板50ETF,1.0
2026-01-21/2,工银上证科创板50ETF,1.0
2026-01-21/2,汇添富中证800ETF,1.0
2026-01-21/2,广发创业板ETF,1.0
2026-01-21/2,易方达深证100ETF,1.0
2026-01-21/2,嘉实中证500ETF,1.0
2026-01-21/2,汇添富MSCI中国A50互联互通,1.0
2026-01-21/2,华虹半导体,1.0
2026-01-21/2,天弘创业板ETF,1.0
2026-01-21/2,紫金矿业,1.0
2026-01-21/2,MiniMax,1.0
2026-01-21/2,中原内配,1.0
2026-01-21/2,三棵树,1.0
2026-01-21/2,海螺水泥,1.0
2026-01-21/2,东方雨虹,1.0
2026-01-21/2,科顺股份,1.0
2026-01-21/2,旗滨集团,1.0
2026-01-21/2,德明利,1.0
2026-01-21/2,帝科股份,1.0
2026-01-21/2,香农芯创,1.0
2026-01-21/2,开普云,1.0
2026-01-21/2,沃尔德,1.0
2026-01-21/2,北方华创,1.0
2026-01-21/2,富创精密,1.0
2026-01-21/2,微导纳米,1.0
2026-01-21/2,海光,1.0
2026-01-21/2,华懋科技,1.0
2026-01-21/2,佰维存储,1.0
2026-01-21/2,英联股份,1.0
2026-01-21/2,科士达,1.0
2026-01-21/2,伟测科技,1.0
2026-01-21/2,甬矽电子,1.0
2026-01-21/2,华源控股,1.0
2026-01-21/2,矽电股份,1.0
2026-01-21/2,精智达,1.0
2026-01-21/2,艾森股份,1.0
2026-01-21/2,汇成股份,1.0
2026-01-21/2,利扬芯片,1.0
2026-01-21/2,长川科技,1.0
2026-01-21/2,金海通,1.0
2026-01-21/2,华天科技,1.0
2026-01-21/2,强一股份,1.0
2026-01-21/2,宏工科技,1.0
2026-01-21/2,纳科科技,1.0
2026-01-21/2,和林微纳,1.0
2026-01-21/2,先导智能,1.0
2026-01-21/2,利元亨,1.0
2026-01-21/2,杭可科技,1.0
2026-01-21/2,雅克科技,1.0
2026-01-21/2,三星电子,1.0
2026-01-21/2,创想三维,1.0
2026-01-21/2,中国人寿,1.0
2026-01-21/2,先惠技术,1.0
2026-01-21/2,厦钨新能,1.0
2026-01-21/2,洗霸科技,1.0
2026-01-21/2,三祥新材,1.0
2026-01-21/2,海目星,1.0
2026-01-21/2,天铁股份,1.0
2026-01-21/2,华秦科技,1.0
2026-01-21/2,中航光电,1.0
2026-01-21/2,三角防务,1.0
2026-01-21/2,图南股份,1.0
2026-01-21/2,AI+,1.0
2026-01-21/2,中航重机,1.0
2026-01-21/2,中一科技,1.0
2026-01-21/2,轻纺城,1.0
2026-01-21/2,中芯国际,1.0
2026-01-21/2,华安金属新材,1.0
2026-01-21/2,新华保险,1.0
2026-01-21/2,航亚科技,1.0
2026-01-21/2,中国人保,1.0
2026-01-21/2,开源证券,1.0
2026-01-21/2,航材股份,1.0
2026-01-21/2,火炬电子,1.0
2026-01-21/2,泡泡玛特,1.0
2026-01-21/2,味知香,1.0
2026-01-21/2,中航高科,0.5
2026-01-21/2,航发动力,0.5
2026-01-21/2,三全食品,0.5
2026-01-21/2,中熔电气,0.5
2026-01-21/2,青松股份,0.3
