时间,个股,得分
2026-01-06/2,德福科技,4.0
2026-01-06/2,天赐材料,4.0
2026-01-06/2,北方华创,3.0
2026-01-06/2,中一科技,3.0
2026-01-06/2,嘉元科技,3.0
2026-01-06/2,中微公司,3.0
2026-01-06/2,中芯国际,3.0
2026-01-06/2,高德红外,3.0
2026-01-06/2,汉威科技,3.0
2026-01-06/2,科大讯飞,3.0
2026-01-06/2,诺德股份,2.0
2026-01-06/2,北京君正,2.0
2026-01-06/2,普冉股份,2.0
2026-01-06/2,华虹公司,2.0
2026-01-06/2,兆易创新,2.0
2026-01-06/2,华盛锂电,2.0
2026-01-06/2,多氟多,2.0
2026-01-06/2,海亮股份,2.0
2026-01-06/2,铜冠铜箔,2.0
2026-01-06/2,金山办公,2.0
2026-01-06/2,用友网络,2.0
2026-01-06/2,汉得信息,2.0
2026-01-06/2,纳科诺尔,2.0
2026-01-06/2,天际股份,2.0
2026-01-06/2,腾景科技,2.0
2026-01-06/2,新易盛,2.0
2026-01-06/2,长芯博创,2.0
2026-01-06/2,万兴科技,2.0
2026-01-06/2,中际旭创,2.0
2026-01-06/2,阿里巴巴,2.0
2026-01-06/2,鼎捷数智,2.0
2026-01-06/2,普利特,2.0
2026-01-06/2,国风新材,2.0
2026-01-06/2,海科新源,2.0
2026-01-06/2,美好医疗,2.0
2026-01-06/2,蓝色光标,2.0
2026-01-06/2,道氏技术,2.0
2026-01-06/2,合合信息,2.0
2026-01-06/2,中文在线,2.0
2026-01-06/2,沃特股份,2.0
2026-01-06/2,菲利华,2.0
2026-01-06/2,精智达,2.0
2026-01-06/2,蓝思科技,2.0
2026-01-06/2,生益科技,2.0
2026-01-06/2,长川科技,2.0
2026-01-06/2,开普云,2.0
2026-01-06/2,拓荆科技,2.0
2026-01-06/2,信维通信,2.0
2026-01-06/2,海格通信,2.0
2026-01-06/2,合盛硅业,2.0
2026-01-06/2,飞沃科技,2.0
2026-01-06/2,鲁西化工,2.0
2026-01-06/2,迈为股份,2.0
2026-01-06/2,兴发集团,2.0
2026-01-06/2,孚日股份,1.0
2026-01-06/2,联影医疗,1.0
2026-01-06/2,石英股份,1.0
2026-01-06/2,倍轻松,1.0
2026-01-06/2,泰凌微,1.0
2026-01-06/2,盈趣科技,1.0
2026-01-06/2,狄耐克,1.0
2026-01-06/2,乐普医疗,1.0
2026-01-06/2,达瑞电子,1.0
