时间,个股,得分
2026-01-21/t,德明利,4.0
2026-01-21/t,麦格米特,4.0
2026-01-21/t,先惠技术,3.0
2026-01-21/t,海光信息,2.3
2026-01-21/t,厦门钨业,2.0
2026-01-21/t,长电科技,2.0
2026-01-21/t,开普云,2.0
2026-01-21/t,通富微电,2.0
2026-01-21/t,精测电子,2.0
2026-01-21/t,禾盛新材,2.0
2026-01-21/t,华虹半导体,2.0
2026-01-21/t,微导纳米,2.0
2026-01-21/t,佰维存储,2.0
2026-01-21/t,香农芯创,2.0
2026-01-21/t,精智达,2.0
2026-01-21/t,汇成股份,2.0
2026-01-21/t,科士达,2.0
2026-01-21/t,长江证券,2.0
2026-01-21/t,上海银行,2.0
2026-01-21/t,华峰测控,2.0
2026-01-21/t,北方华创,2.0
2026-01-21/t,科达利,2.0
2026-01-21/t,伟创电气,2.0
2026-01-21/t,浙江荣泰,2.0
2026-01-21/t,杭可科技,2.0
2026-01-21/t,宏工科技,2.0
2026-01-21/t,海目星,2.0
2026-01-21/t,中力股份,2.0
2026-01-21/t,先导智能,2.0
2026-01-21/t,安培龙,2.0
2026-01-21/t,涛涛车业,2.0
2026-01-21/t,腾景科技,2.0
2026-01-21/t,恒立液压,2.0
2026-01-21/t,华兰股份,2.0
2026-01-21/t,天孚通信,2.0
2026-01-21/t,联赢激光,2.0
2026-01-21/t,利通科技,2.0
2026-01-21/t,长信基金,2.0
2026-01-21/t,AI应用,1.5
2026-01-21/t,中熔电气,1.5
2026-01-21/t,优然牧业,1.5
2026-01-21/t,科达制造,1.0
2026-01-21/t,中国巨石,1.0
2026-01-21/t,华新建材,1.0
2026-01-21/t,嘉实沪深300ETF,1.0
2026-01-21/t,南方中证1000ETF,1.0
2026-01-21/t,南方中证500ETF,1.0
2026-01-21/t,华夏上证50ETF,1.0
2026-01-21/t,北新建材,1.0
2026-01-21/t,常宝股份,1.0
2026-01-21/t,博盈特焊,1.0
2026-01-21/t,沪深300ETF,1.0
2026-01-21/t,旗滨集团,1.0
2026-01-21/t,潍柴动力,1.0
2026-01-21/t,中国重汽,1.0
2026-01-21/t,汇添富MSCI中国A50互联互通,1.0
2026-01-21/t,天弘创业板ETF,1.0
2026-01-21/t,华夏沪深300ETF,1.0
2026-01-21/t,易方达沪深300ETF,1.0
2026-01-21/t,华泰柏瑞沪深300ETF,1.0
2026-01-21/t,上峰水泥,1.0
2026-01-21/t,上汽集团,1.0
2026-01-21/t,长江环保,1.0
2026-01-21/t,苏博特,1.0
2026-01-21/t,钧达股份,1.0
2026-01-21/t,山金国际,1.0
2026-01-21/t,万国,1.0
2026-01-21/t,中材科技,1.0
2026-01-21/t,精工钢构,1.0
2026-01-21/t,中证500ETF,1.0
2026-01-21/t,中证1000ETF,1.0
2026-01-21/t,创业板指ETF,1.0
2026-01-21/t,川路集团,1.0
2026-01-21/t,海螺水泥,1.0
2026-01-21/t,东方雨虹,1.0
2026-01-21/t,科顺股份,1.0
2026-01-21/t,三棵树,1.0
2026-01-21/t,信义玻璃,1.0
2026-01-21/t,悍高集团,1.0
2026-01-21/t,兔宝宝,1.0
2026-01-21/t,紫金黄金,1.0
2026-01-21/t,乐舒适,1.0
2026-01-21/t,海康威视,1.0
2026-01-21/t,招金黄金,1.0
2026-01-21/t,长芯博创,1.0
2026-01-21/t,锐明技术,1.0
2026-01-21/t,海天瑞声,1.0
2026-01-21/t,灵鸽,1.0
2026-01-21/t,钠科,1.0
2026-01-21/t,雅克科技,1.0
2026-01-21/t,帝科股份,1.0
2026-01-21/t,富创精密,1.0
2026-01-21/t,易方达上证科创板50ETF,1.0
2026-01-21/t,易方达深证100ETF,1.0
2026-01-21/t,广发创业板ETF,1.0
2026-01-21/t,汇添富中证800ETF,1.0
2026-01-21/t,工银上证科创板50ETF,1.0
2026-01-21/t,华安上证180ETF,1.0
2026-01-21/t,富国中证1000ETF,1.0
2026-01-21/t,华夏中证500ETF,1.0
2026-01-21/t,嘉实中证500ETF,1.0
2026-01-21/t,华夏中证1000ETF,1.0
2026-01-21/t,广发中证1000ETF,1.0
2026-01-21/t,易方达创业板ETF,1.0
2026-01-21/t,上证50ETF,1.0
2026-01-21/t,科创50ETF,1.0
2026-01-21/t,锡业股份,1.0
2026-01-21/t,北方稀土,1.0
2026-01-21/t,湖南黄金,1.0
2026-01-21/t,中原内配,1.0
2026-01-21/t,艾森股份,1.0
2026-01-21/t,长川科技,1.0
2026-01-21/t,华天科技,1.0
2026-01-21/t,强一股份,1.0
2026-01-21/t,寒武纪,1.0
2026-01-21/t,英联股份,1.0
2026-01-21/t,利扬芯片,1.0
2026-01-21/t,泡泡玛特,1.0
2026-01-21/t,利元亨,1.0
2026-01-21/t,金海通,1.0
2026-01-21/t,纳科科技,1.0
2026-01-21/t,矽电股份,1.0
2026-01-21/t,和林微纳,1.0
2026-01-21/t,三祥新材,1.0
2026-01-21/t,厦钨新能,1.0
2026-01-21/t,图南股份,1.0
2026-01-21/t,华安金属新材,1.0
2026-01-21/t,长城机械,1.0
2026-01-21/t,洗霸科技,1.0
2026-01-21/t,中一科技,1.0
2026-01-21/t,天铁股份,1.0
2026-01-21/t,中航光电,1.0
2026-01-21/t,轻纺城,1.0
2026-01-21/t,航材股份,1.0
2026-01-21/t,三星电子,1.0
