时间,个股,得分
2026-01-28/1,中天科技,3.0
2026-01-28/1,亨通光电,3.0
2026-01-28/1,长飞光纤,3.0
2026-01-28/1,安培龙,3.0
2026-01-28/1,永鼎股份,3.0
2026-01-28/1,网宿科技,3.0
2026-01-28/1,优刻得,2.0
2026-01-28/1,厦钨新能,2.0
2026-01-28/1,青云科技,2.0
2026-01-28/1,首都在线,2.0
2026-01-28/1,浙江荣泰,2.0
2026-01-28/1,阿里巴巴,2.0
2026-01-28/1,首旅酒店,2.0
2026-01-28/1,香港中旅,2.0
2026-01-28/1,王子新材,2.0
2026-01-28/1,聚和材料,2.0
2026-01-28/1,宏景科技,2.0
2026-01-28/1,乐歌股份,2.0
2026-01-28/1,神州数码,2.0
2026-01-28/1,烽火通信,2.0
2026-01-28/1,康耐特光学,2.0
2026-01-28/1,岭南控股,2.0
2026-01-28/1,宝钢包装,2.0
2026-01-28/1,华住集团-S,2.0
2026-01-28/1,昇兴股份,2.0
2026-01-28/1,舒华体育,2.0
2026-01-28/1,九号公司,2.0
2026-01-28/1,圣贝拉,2.0
2026-01-28/1,京山轻机,2.0
2026-01-28/1,帝科股份,2.0
2026-01-28/1,东微半导,2.0
2026-01-28/1,东阳光,2.0
2026-01-28/1,金山云,1.0
2026-01-28/1,经纬恒润,1.0
2026-01-28/1,威胜控股,1.0
2026-01-28/1,金龙汽车,1.0
2026-01-28/1,中国平安,1.0
2026-01-28/1,中国太保,1.0
2026-01-28/1,新华保险,1.0
2026-01-28/1,中国人寿,1.0
2026-01-28/1,剑桥科技,1.0
2026-01-28/1,深信服,1.0
2026-01-28/1,顺网科技,1.0
2026-01-28/1,浪潮信息,1.0
2026-01-28/1,博迁新材,1.0
2026-01-28/1,金盘科技,1.0
2026-01-28/1,东方日升,1.0
2026-01-28/1,钧达股份,1.0
2026-01-28/1,晶科能源,1.0
2026-01-28/1,迈为股份,1.0
2026-01-28/1,奥特维,1.0
2026-01-28/1,明阳智能,1.0
2026-01-28/1,晶盛机电,1.0
2026-01-28/1,帝尔激光,1.0
2026-01-28/1,双良节能,1.0
2026-01-28/1,高测股份,1.0
2026-01-28/1,连城数控,1.0
2026-01-28/1,拉普拉斯,1.0
2026-01-28/1,福斯特,1.0
2026-01-28/1,天合光能,1.0
2026-01-28/1,海优新材,1.0
2026-01-28/1,福莱特,1.0
2026-01-28/1,金风科技,1.0
2026-01-28/1,亚玛顿,1.0
2026-01-28/1,泰胜风能,1.0
2026-01-28/1,鹏华基金,1.0
2026-01-28/1,世纪互联,1.0
2026-01-28/1,万国数据,1.0
2026-01-28/1,新意网,1.0
2026-01-28/1,数据港,1.0
2026-01-28/1,奥飞数据,1.0
2026-01-28/1,光环新网,1.0
2026-01-28/1,有方科技,1.0
2026-01-28/1,云天励飞,1.0
2026-01-28/1,中际旭创,1.0
2026-01-28/1,捷佳伟创,1.0
2026-01-28/1,新易盛,1.0
2026-01-28/1,源杰科技,1.0
2026-01-28/1,鼎通科技,1.0
2026-01-28/1,沃尔核材,1.0
2026-01-28/1,腾景科技,1.0
2026-01-28/1,炬光科技,1.0
2026-01-28/1,纳芯微,1.0
2026-01-28/1,思瑞浦,1.0
2026-01-28/1,杰华特,1.0
2026-01-28/1,圣邦股份,1.0
2026-01-28/1,南芯科技,1.0
2026-01-28/1,艾为电子,1.0
2026-01-28/1,晶丰明源,1.0
2026-01-28/1,扬杰科技,1.0
2026-01-28/1,士兰微,1.0
2026-01-28/1,斯达半导,1.0
2026-01-28/1,新洁能,1.0
2026-01-28/1,宏微科技,1.0
2026-01-28/1,腾讯控股,1.0
2026-01-28/1,科大讯飞,1.0
2026-01-28/1,海光信息,1.0
2026-01-28/1,中科曙光,1.0
2026-01-28/1,广合科技,1.0
2026-01-28/1,澜起科技,1.0
2026-01-28/1,兴森科技,1.0
2026-01-28/1,深南电路,1.0
2026-01-28/1,寒武纪,1.0
2026-01-28/1,星环科技,1.0
2026-01-28/1,美年健康,1.0
2026-01-28/1,德才股份,1.0
2026-01-28/1,卓易信息,1.0
2026-01-28/1,兆驰股份,1.0
