时间,个股,得分
2026-01-27/2,青云科技,3.0
2026-01-27/2,优刻得,3.0
2026-01-27/2,明阳智能,3.0
2026-01-27/2,万泽股份,3.0
2026-01-27/2,金龙汽车,2.0
2026-01-27/2,景旺电子,2.0
2026-01-27/2,潍柴动力,2.0
2026-01-27/2,鸿富瀚,2.0
2026-01-27/2,立讯精密,2.0
2026-01-27/2,首都在线,2.0
2026-01-27/2,宏和科技,1.5
2026-01-27/2,海光信息,1.5
2026-01-27/2,潍柴重机,1.5
2026-01-27/2,深南电路,1.5
2026-01-27/2,禾盛新材,1.5
2026-01-27/2,中科曙光,1.5
2026-01-27/2,精研科技,1.0
2026-01-27/2,统联精密,1.0
2026-01-27/2,康耐特光学,1.0
2026-01-27/2,龙旗科技,1.0
2026-01-27/2,博士眼镜,1.0
2026-01-27/2,恒玄科技,1.0
2026-01-27/2,香农芯创,1.0
2026-01-27/2,中控技术,1.0
2026-01-27/2,豪威集团,1.0
2026-01-27/2,开普云,1.0
2026-01-27/2,华正新材,1.0
2026-01-27/2,呈和科技,1.0
2026-01-27/2,帝科股份,1.0
2026-01-27/2,德明利,1.0
2026-01-27/2,深信服,1.0
2026-01-27/2,网宿科技,1.0
2026-01-27/2,工业富联,1.0
2026-01-27/2,合合信息,1.0
2026-01-27/2,光峰科技,1.0
2026-01-27/2,真爱美家,1.0
2026-01-27/2,阿里巴巴,1.0
2026-01-27/2,歌尔股份,1.0
2026-01-27/2,金山云,1.0
2026-01-27/2,润建股份,1.0
2026-01-27/2,海博思创,1.0
2026-01-27/2,国星宇航,1.0
2026-01-27/2,酒钢宏兴,1.0
2026-01-27/2,紫金黄金国际,1.0
2026-01-27/2,焦作万方,1.0
2026-01-27/2,中国稀土,1.0
2026-01-27/2,嘉美包装,1.0
2026-01-27/2,夏厦精密,1.0
2026-01-27/2,芯联集成,1.0
2026-01-27/2,宏昌科技,1.0
2026-01-27/2,天奇股份,1.0
2026-01-27/2,均普智能,1.0
2026-01-27/2,美湖股份,1.0
2026-01-27/2,索通发展,1.0
2026-01-27/2,百达精工,1.0
2026-01-27/2,长盛轴承,1.0
2026-01-27/2,心动公司,1.0
2026-01-27/2,维宏股份,1.0
2026-01-27/2,天赐材料,1.0
2026-01-27/2,海力风电,1.0
2026-01-27/2,大金重工,1.0
2026-01-27/2,多氟多,1.0
2026-01-27/2,中国动力,1.0
2026-01-27/2,中一科技,1.0
2026-01-27/2,博盈特焊,1.0
2026-01-27/2,胜宏科技,1.0
2026-01-27/2,生益科技,1.0
2026-01-27/2,鹏鼎控股,1.0
2026-01-27/2,沃尔核材,1.0
2026-01-27/2,华灿光电,1.0
2026-01-27/2,长光华芯,1.0
2026-01-27/2,亿联网络,1.0
2026-01-27/2,首航新能,1.0
2026-01-27/2,鹏辉能源,1.0
2026-01-27/2,通润装备,1.0
2026-01-27/2,派能科技,1.0
2026-01-27/2,动力新科,1.0
2026-01-27/2,科士达,1.0
2026-01-27/2,航亚科技,1.0
2026-01-27/2,春晖智控,1.0
2026-01-27/2,星宸科技,1.0
2026-01-27/2,东芯股份,1.0
2026-01-27/2,璞泰来,1.0
2026-01-27/2,天际股份,1.0
2026-01-27/2,东方电缆,1.0
2026-01-27/2,耐普矿机,1.0
2026-01-27/2,芯碁微装,1.0
2026-01-27/2,中科电气,1.0
2026-01-27/2,科翔股份,1.0
2026-01-27/2,德华芯片,1.0
2026-01-27/2,广钢气体,1.0
2026-01-27/2,宏盛股份,1.0
2026-01-27/2,应流股份,1.0
2026-01-27/2,博敏电子,1.0
2026-01-27/2,德业股份,1.0
2026-01-27/2,隆达股份,1.0
2026-01-27/2,正泰电源,1.0
2026-01-27/2,艾罗能源,1.0
2026-01-27/2,儒竞科技,1.0
2026-01-27/2,固德威,1.0
2026-01-27/2,锦浪科技,1.0
2026-01-27/2,东方电气,1.0
2026-01-27/2,中国卫星,1.0
2026-01-27/2,国博电子,1.0
2026-01-27/2,斯迪克,1.0
2026-01-27/2,信科移动,1.0
2026-01-27/2,烽火通信,1.0
2026-01-27/2,航天电子,1.0
2026-01-27/2,臻镭科技,1.0
2026-01-27/2,电科芯片,1.0
2026-01-27/2,致尚科技,1.0
2026-01-27/2,富满微,1.0
2026-01-27/2,三祥新材,1.0
2026-01-27/2,罗博特科,1.0
2026-01-27/2,源杰科技,1.0
2026-01-27/2,仕佳光子,1.0
2026-01-27/2,永鼎股份,1.0
2026-01-27/2,东山精密,1.0
2026-01-27/2,明微电子,1.0
2026-01-27/2,晶丰明源,1.0
2026-01-27/2,大普微,0.5
2026-01-27/2,兆易创新,0.5
2026-01-27/2,北方华创,0.5
2026-01-27/2,中微公司,0.5
2026-01-27/2,华丰科技,0.5
2026-01-27/2,协创数据,0.5
2026-01-27/2,广合科技,0.5
2026-01-27/2,东阳光,0.5
2026-01-27/2,寒武纪,0.5
2026-01-27/2,兴森科技,0.5
2026-01-27/2,欧陆通,0.5
2026-01-27/2,奥飞数据,0.5
2026-01-27/2,蓝思科技,0.5
2026-01-27/2,长川科技,0.5
