时间,个股,得分
2026-01-20/2,思源电气,3.0
2026-01-20/2,四方股份,3.0
2026-01-20/2,深南电路,3.0
2026-01-20/2,兴森科技,3.0
2026-01-20/2,三角防务,2.0
2026-01-20/2,德赛西威,2.0
2026-01-20/2,万泽股份,2.0
2026-01-20/2,航亚科技,2.0
2026-01-20/2,南网科技,2.0
2026-01-20/2,福斯特,2.0
2026-01-20/2,国电南瑞,2.0
2026-01-20/2,振华股份,2.0
2026-01-20/2,中航西飞,2.0
2026-01-20/2,北摩高科,2.0
2026-01-20/2,平高电气,2.0
2026-01-20/2,许继电气,2.0
2026-01-20/2,海兴电力,2.0
2026-01-20/2,三星医疗,2.0
2026-01-20/2,经纬恒润,2.0
2026-01-20/2,海光信息,1.3
2026-01-20/2,伟思医疗,1.0
2026-01-20/2,爱朋医疗,1.0
2026-01-20/2,中泰化学,1.0
2026-01-20/2,翔宇医疗,1.0
2026-01-20/2,麦澜德,1.0
2026-01-20/2,美好医疗,1.0
2026-01-20/2,创新医疗,1.0
2026-01-20/2,君正集团,1.0
2026-01-20/2,三博脑科,1.0
2026-01-20/2,航发科技,1.0
2026-01-20/2,顺丰控股,1.0
2026-01-20/2,京东物流,1.0
2026-01-20/2,地平线,1.0
2026-01-20/2,黑芝麻智能,1.0
2026-01-20/2,新疆天业,1.0
2026-01-20/2,中航复材,1.0
2026-01-20/2,应流股份,1.0
2026-01-20/2,隆达股份,1.0
2026-01-20/2,金钼股份,1.0
2026-01-20/2,洛阳钼业,1.0
2026-01-20/2,中国稀土,1.0
2026-01-20/2,航宇科技,1.0
2026-01-20/2,铂力特,1.0
2026-01-20/2,厦门钨业,1.0
2026-01-20/2,中钨高新,1.0
2026-01-20/2,章源钨业,1.0
2026-01-20/2,航发控制,1.0
2026-01-20/2,航发动力,1.0
2026-01-20/2,广联航空,1.0
2026-01-20/2,中广核矿业,1.0
2026-01-20/2,北方稀土,1.0
2026-01-20/2,光威复材,1.0
2026-01-20/2,中航机载,1.0
2026-01-20/2,江航装备,1.0
2026-01-20/2,美光,1.0
2026-01-20/2,嘉化能源,1.0
2026-01-20/2,钢研高纳,1.0
2026-01-20/2,中伟股份,1.0
2026-01-20/2,格林美,1.0
2026-01-20/2,力勤资源,1.0
2026-01-20/2,华友钴业,1.0
2026-01-20/2,洪都航空,1.0
2026-01-20/2,麦格米特,1.0
2026-01-20/2,特锐德,1.0
2026-01-20/2,金盘科技,1.0
2026-01-20/2,科士达,1.0
2026-01-20/2,伊戈尔,1.0
2026-01-20/2,中航高科,1.0
2026-01-20/2,英特尔,1.0
2026-01-20/2,长高电新,1.0
2026-01-20/2,朗新集团,1.0
2026-01-20/2,国能日新,1.0
2026-01-20/2,宏和科技,1.0
2026-01-20/2,生益科技,1.0
2026-01-20/2,延江股份,1.0
2026-01-20/2,南亚新材,1.0
2026-01-20/2,华正新材,1.0
2026-01-20/2,东方电子,1.0
2026-01-20/2,呈和科技,1.0
2026-01-20/2,胜宏科技,1.0
2026-01-20/2,润和软件,1.0
2026-01-20/2,常山北明,1.0
2026-01-20/2,软通动力,1.0
2026-01-20/2,诚迈科技,1.0
2026-01-20/2,九联科技,1.0
2026-01-20/2,中原内配,1.0
2026-01-20/2,分众传媒,1.0
2026-01-20/2,精测电子,1.0
2026-01-20/2,迈为股份,1.0
2026-01-20/2,连城数控,1.0
2026-01-20/2,拉普拉斯,1.0
2026-01-20/2,奥特维,1.0
2026-01-20/2,高测股份,1.0
2026-01-20/2,东材科技,1.0
2026-01-20/2,双良节能,1.0
2026-01-20/2,龙芯中科,1.0
2026-01-20/2,模塑科技,1.0
2026-01-20/2,万向钱潮,1.0
2026-01-20/2,震裕科技,1.0
2026-01-20/2,凯众股份,1.0
2026-01-20/2,拓普集团,1.0
2026-01-20/2,五洲新春,1.0
2026-01-20/2,蓝思科技,1.0
2026-01-20/2,旭升集团,1.0
2026-01-20/2,浙江荣泰,1.0
2026-01-20/2,恒勃股份,1.0
2026-01-20/2,日盈电子,1.0
2026-01-20/2,恒立液压,1.0
2026-01-20/2,隆盛科技,1.0
2026-01-20/2,双元科技,1.0
2026-01-20/2,集智股份,1.0
2026-01-20/2,上纬新材,1.0
2026-01-20/2,宁波华翔,1.0
2026-01-20/2,新风光,1.0
2026-01-20/2,中国西电,1.0
2026-01-20/2,华明装备,1.0
2026-01-20/2,江化微,1.0
2026-01-20/2,华谊集团,1.0
2026-01-20/2,中国中免,1.0
2026-01-20/2,艾罗能源,1.0
2026-01-20/2,新坐标,1.0
2026-01-20/2,威唐工业,1.0
2026-01-20/2,铁流股份,1.0
2026-01-20/2,斯莱克,1.0
2026-01-20/2,博迁新材,1.0
2026-01-20/2,中科曙光,0.3
