时间,个股,得分
2026-01-23/2,连城数控,5.0
2026-01-23/2,奥特维,5.0
2026-01-23/2,迈为股份,5.0
2026-01-23/2,拉普拉斯,4.0
2026-01-23/2,高测股份,4.0
2026-01-23/2,晶盛机电,3.0
2026-01-23/2,蓝思科技,3.0
2026-01-23/2,捷佳伟创,3.0
2026-01-23/2,明阳智能,3.0
2026-01-23/2,帝科股份,3.0
2026-01-23/2,芯原股份,2.0
2026-01-23/2,福斯特,2.0
2026-01-23/2,浙江荣泰,2.0
2026-01-23/2,钧达股份,2.0
2026-01-23/2,东方日升,2.0
2026-01-23/2,海优新材,2.0
2026-01-23/2,帝尔激光,2.0
2026-01-23/2,上海港湾,2.0
2026-01-23/2,汉威科技,1.0
2026-01-23/2,肇民科技,1.0
2026-01-23/2,福莱新材,1.0
2026-01-23/2,太力科技,1.0
2026-01-23/2,恒帅股份,1.0
2026-01-23/2,五洲新春,1.0
2026-01-23/2,拓普集团,1.0
2026-01-23/2,金沃股份,1.0
2026-01-23/2,绿的谐波,1.0
2026-01-23/2,斯菱股份,1.0
2026-01-23/2,唯科科技,1.0
2026-01-23/2,恒立液压,1.0
2026-01-23/2,新剑链,1.0
2026-01-23/2,三花智控,1.0
2026-01-23/2,灿芯股份,1.0
2026-01-23/2,长盛轴承,1.0
2026-01-23/2,中大力德,1.0
2026-01-23/2,模塑科技,1.0
2026-01-23/2,明新旭腾,1.0
2026-01-23/2,凯众股份,1.0
2026-01-23/2,纽泰格,1.0
2026-01-23/2,奕东电子,1.0
2026-01-23/2,伟创电气,1.0
2026-01-23/2,步科股份,1.0
2026-01-23/2,英诺赛科,1.0
2026-01-23/2,征和工业,1.0
2026-01-23/2,德马科技,1.0
2026-01-23/2,震裕科技,1.0
2026-01-23/2,亿嘉和,1.0
2026-01-23/2,东华测试,1.0
2026-01-23/2,双林股份,1.0
2026-01-23/2,七腾,1.0
2026-01-23/2,兰剑智能,1.0
2026-01-23/2,景业智能,1.0
2026-01-23/2,中坚科技,1.0
2026-01-23/2,拓斯达,1.0
2026-01-23/2,海晨股份,1.0
2026-01-23/2,荣泰健康,1.0
2026-01-23/2,运机集团,1.0
2026-01-23/2,东睦股份,1.0
2026-01-23/2,美湖股份,1.0
2026-01-23/2,罗博特科,1.0
2026-01-23/2,恒勃股份,1.0
2026-01-23/2,领益智造,1.0
2026-01-23/2,均胜电子,1.0
2026-01-23/2,恒辉安防,1.0
2026-01-23/2,南山智尚,1.0
2026-01-23/2,泰胜风能,1.0
2026-01-23/2,烽火通信,1.0
2026-01-23/2,双良节能,1.0
2026-01-23/2,华丰科技,1.0
2026-01-23/2,伟测科技,1.0
2026-01-23/2,科达利,1.0
2026-01-23/2,聚和材料,1.0
2026-01-23/2,伟创,1.0
2026-01-23/2,安靠智电,1.0
2026-01-23/2,涛涛车业,1.0
2026-01-23/2,安培龙,1.0
2026-01-23/2,春晖智控,1.0
2026-01-23/2,艾罗能源,1.0
2026-01-23/2,中国人寿,1.0
2026-01-23/2,中国平安,1.0
2026-01-23/2,新华保险,1.0
2026-01-23/2,中国人保,1.0
2026-01-23/2,中国财险,1.0
2026-01-23/2,阳光保险,1.0
2026-01-23/2,立讯精密,1.0
2026-01-23/2,沃尔核材,1.0
2026-01-23/2,精达股份,1.0
2026-01-23/2,新亚电子,1.0
2026-01-23/2,金信诺,1.0
2026-01-23/2,兆龙互连,1.0
2026-01-23/2,宇晶股份,1.0
2026-01-23/2,st金刚,1.0
2026-01-23/2,奥莱德,1.0
2026-01-23/2,飞沃科技,1.0
2026-01-23/2,昊志机电,1.0
2026-01-23/2,金风科技,1.0
2026-01-23/2,九丰能源,1.0
2026-01-23/2,药明生物,1.0
2026-01-23/2,鹏鼎控股,1.0
2026-01-23/2,信科移动,1.0
2026-01-23/2,汇纳科技,1.0
2026-01-23/2,银邦股份,1.0
2026-01-23/2,中科星图,1.0
2026-01-23/2,邵阳液压,1.0
2026-01-23/2,斯瑞新材,1.0
2026-01-23/2,德恩精工,1.0
2026-01-23/2,国瓷材料,1.0
2026-01-23/2,宁波东力,1.0
2026-01-23/2,TCL电子,1.0
2026-01-23/2,中伟股份,1.0
2026-01-23/2,力勤资源,1.0
2026-01-23/2,华友钴业,1.0
2026-01-23/2,格林美,1.0
2026-01-23/2,齐翔腾达,1.0
2026-01-23/2,AI应用,1.0
2026-01-23/2,景旺电子,1.0
2026-01-23/2,三星生物,1.0
2026-01-23/2,诚志股份,1.0
2026-01-23/2,伟明环保,1.0
2026-01-23/2,海信视像,1.0
2026-01-23/2,生益科技,1.0
2026-01-23/2,劲旅环境,0.5
2026-01-23/2,玉禾田,0.5
2026-01-23/2,盈峰环境,0.5
2026-01-23/2,宇通重工,0.5
2026-01-23/2,福龙马,0.5
2026-01-23/2,侨银股份,0.5
2026-01-23/2,海光信息,0.3
2026-01-23/2,中科曙光,0.3
