时间,个股,得分
2026-01-22/t,海光信息,8.0
2026-01-22/t,深南电路,7.0
2026-01-22/t,华正新材,5.0
2026-01-22/t,潍柴动力,5.0
2026-01-22/t,宏和科技,5.0
2026-01-22/t,天孚通信,4.0
2026-01-22/t,龙芯中科,4.0
2026-01-22/t,菲利华,4.0
2026-01-22/t,宇晶股份,4.0
2026-01-22/t,东方日升,4.0
2026-01-22/t,迈为股份,4.0
2026-01-22/t,兴森科技,4.0
2026-01-22/t,钧达股份,4.0
2026-01-22/t,精测电子,4.0
2026-01-22/t,厦钨新能,4.0
2026-01-22/t,中一科技,3.0
2026-01-22/t,南芯科技,3.0
2026-01-22/t,纳科诺尔,3.0
2026-01-22/t,寒武纪,3.0
2026-01-22/t,阅文集团,3.0
2026-01-22/t,华润微,3.0
2026-01-22/t,胜宏科技,3.0
2026-01-22/t,鹏鼎控股,3.0
2026-01-22/t,景旺电子,3.0
2026-01-22/t,乾照光电,3.0
2026-01-22/t,宁德时代,3.0
2026-01-22/t,洪田股份,3.0
2026-01-22/t,禾盛新材,3.0
2026-01-22/t,联德股份,3.0
2026-01-22/t,立讯精密,3.0
2026-01-22/t,中国长城,3.0
2026-01-22/t,国瓷材料,3.0
2026-01-22/t,浙江荣泰,3.0
2026-01-22/t,精智达,3.0
2026-01-22/t,精锋医疗,3.0
2026-01-22/t,先惠技术,3.0
2026-01-22/t,北方华创,3.0
2026-01-22/t,信维通信,3.0
2026-01-22/t,澜起科技,3.0
2026-01-22/t,三环集团,3.0
2026-01-22/t,中际旭创,3.0
2026-01-22/t,微创机器人,3.0
2026-01-22/t,宏工科技,3.0
2026-01-22/t,拓普集团,3.0
2026-01-22/t,中微公司,3.0
2026-01-22/t,中文在线,3.0
2026-01-22/t,沪电股份,3.0
2026-01-22/t,万兴科技,3.0
2026-01-22/t,福莱新材,2.0
2026-01-22/t,中科曙光,2.0
2026-01-22/t,燕东微,2.0
2026-01-22/t,中芯国际,2.0
2026-01-22/t,芯朋微,2.0
2026-01-22/t,协创数据,2.0
2026-01-22/t,宇瞳光学,2.0
2026-01-22/t,广合科技,2.0
2026-01-22/t,江丰电子,2.0
2026-01-22/t,中国神华,2.0
2026-01-22/t,中煤能源,2.0
2026-01-22/t,晋控煤业,2.0
2026-01-22/t,新集能源,2.0
2026-01-22/t,恒源煤电,2.0
2026-01-22/t,九毛九,2.0
2026-01-22/t,帝尔激光,2.0
2026-01-22/t,华虹半导体,2.0
2026-01-22/t,藏格矿业,2.0
2026-01-22/t,三花智控,2.0
2026-01-22/t,嘉微,2.0
2026-01-22/t,博众精工,2.0
2026-01-22/t,超频三,2.0
2026-01-22/t,东微半导,2.0
2026-01-22/t,东山精密,2.0
2026-01-22/t,中矿资源,2.0
2026-01-22/t,三友医疗,2.0
2026-01-22/t,爱康医疗,2.0
2026-01-22/t,福赛科技,2.0
2026-01-22/t,天智航,2.0
2026-01-22/t,维峰电子,2.0
2026-01-22/t,天音控股,2.0
2026-01-22/t,TCL科技,2.0
2026-01-22/t,世运电路,2.0
2026-01-22/t,联创电子,2.0
2026-01-22/t,龙旗科技,2.0
