时间,板块,得分
2026-01-16/1,有色金属,2.0
2026-01-16/1,电网设备,1.0
2026-01-16/1,通用设备,1.0
2026-01-16/1,电池,1.0
2026-01-16/1,锂电池,1.0
2026-01-16/1,互联网服务,1.0
2026-01-16/1,半导体,1.0
2026-01-16/1,医药生物,1.0
2026-01-16/1,酒店及旅游,1.0
2026-01-16/1,化妆品,1.0
2026-01-16/1,机器人,1.0
2026-01-16/1,汽车零部件,1.0
2026-01-16/1,医美,1.0
2026-01-16/1,光伏,1.0
2026-01-16/1,半导体设备,1.0
2026-01-16/1,航天航空,1.0
2026-01-16/1,计算机,0.0
