时间,板块,得分
2026-01-19/1,半导体设备,4.0
2026-01-19/1,半导体,3.0
2026-01-19/1,计算机应用,2.0
2026-01-19/1,消费电子,2.0
2026-01-19/1,机械设备,2.0
2026-01-19/1,传媒,1.0
2026-01-19/1,光学光电子,1.0
2026-01-19/1,商业航天,1.0
2026-01-19/1,人工智能,1.0
2026-01-19/1,机器人,1.0
2026-01-19/1,电子制造,1.0
2026-01-19/1,半导体封测,1.0
2026-01-19/1,电力设备,1.0
2026-01-19/1,电子元件,1.0
2026-01-19/1,通信设备,1.0
2026-01-19/1,食品饮料,0.0
2026-01-19/1,计算机,0.0
